loan_id,loan_type,current_balance,credit_limit,EAD
7438,term,782.32,,782.32
7439,term,8645.95,,8645.95
7440,term,24452.06,,24452.06
7441,term,13792.4,,13792.4
7442,term,1898.59,,1898.59
7443,revolving,13524.29,23689.31,18606.8
7444,revolving,3138.29,6966.92,5052.6
7445,term,12173.82,,12173.82
7446,term,9547.93,,9547.93
7447,term,11607.33,,11607.33
7448,term,2388.82,,2388.82
7449,revolving,3864.78,11324.24,7594.51
7450,revolving,10745.02,24977.44,17861.23
7451,term,14031.62,,14031.62
7452,revolving,1820.78,5340.66,3580.72
7453,term,1601.86,,1601.86
7454,revolving,8815.35,25960.29,17387.82
7455,term,16451.95,,16451.95
7456,term,7046.01,,7046.01
7457,term,18015.27,,18015.27
7458,term,3732.0,,3732.0
7459,revolving,2355.49,6530.52,4443.0
7460,revolving,1683.59,4090.41,2887.0
7461,revolving,1507.84,2942.93,2225.38
7462,term,5403.03,,5403.03
7463,term,14703.3,,14703.3
7464,term,2227.66,,2227.66
7465,revolving,4430.2,9306.1,6868.15
7466,term,1161.09,,1161.09
7467,revolving,26598.55,72629.22,49613.88
7468,term,3556.39,,3556.39
7469,term,3892.08,,3892.08
7470,revolving,6361.39,12696.44,9528.92
7471,revolving,19661.25,58480.15,39070.7
7472,term,19435.95,,19435.95
7473,term,10786.73,,10786.73
7474,term,17077.36,,17077.36
7475,revolving,8005.23,16882.47,12443.85
7476,term,18598.5,,18598.5
7477,term,274.04,,274.04
7478,term,25176.77,,25176.77
7479,term,20818.78,,20818.78
7480,term,3902.82,,3902.82
7481,term,890.36,,890.36
7482,term,5260.95,,5260.95
7483,term,11197.95,,11197.95
7484,term,2767.42,,2767.42
7485,term,6604.41,,6604.41
7486,term,7071.53,,7071.53
7487,term,5326.99,,5326.99
7488,revolving,21475.05,33656.9,27565.98
7489,term,2333.13,,2333.13
7490,term,5354.27,,5354.27
7491,revolving,11468.45,33096.14,22282.3
7492,term,17534.25,,17534.25
7493,revolving,15971.83,47063.86,31517.84
7494,term,11297.72,,11297.72
7495,term,6812.95,,6812.95
7496,term,6222.04,,6222.04
7497,revolving,10247.47,28448.49,19347.98
7498,revolving,29246.85,65611.62,47429.24
7499,term,19119.73,,19119.73
7500,term,1055.28,,1055.28
7501,term,1626.57,,1626.57
7502,term,2679.76,,2679.76
7503,term,815.48,,815.48
7504,term,1577.77,,1577.77
7505,revolving,7219.21,18095.15,12657.18
7506,revolving,2319.58,4210.26,3264.92
7507,term,7641.92,,7641.92
7508,revolving,6533.37,10371.2,8452.28
7509,revolving,10433.61,31194.53,20814.07
7510,revolving,31409.92,69339.75,50374.84
7511,term,4370.11,,4370.11
7512,term,25449.19,,25449.19
7513,term,6371.71,,6371.71
7514,term,3199.01,,3199.01
7515,term,2421.45,,2421.45
7516,term,7812.86,,7812.86
7517,term,10975.13,,10975.13
7518,revolving,11529.45,28820.29,20174.87
7519,term,27703.75,,27703.75
7520,term,54359.59,,54359.59
7521,revolving,6815.16,11239.99,9027.58
7522,term,2778.56,,2778.56
7523,revolving,448.76,1096.89,772.82
7524,term,12695.51,,12695.51
7525,term,1380.53,,1380.53
7526,revolving,1453.73,2407.24,1930.48
7527,term,4419.05,,4419.05
7528,term,1688.23,,1688.23
7529,term,4617.99,,4617.99
7530,term,4992.09,,4992.09
7531,revolving,8526.35,18800.94,13663.64
7532,revolving,26083.61,42067.77,34075.69
7533,term,5211.32,,5211.32
7534,term,10017.01,,10017.01
7535,term,2060.44,,2060.44
7536,revolving,2821.66,7656.15,5238.9
7537,term,13523.52,,13523.52
7538,term,9743.89,,9743.89
7539,revolving,19040.83,29956.66,24498.75
7540,term,5763.21,,5763.21
7541,term,1159.82,,1159.82
7542,term,19783.19,,19783.19
7543,revolving,29237.39,80248.84,54743.12
7544,term,2180.62,,2180.62
7545,term,8057.67,,8057.67
7546,term,26148.54,,26148.54
7547,term,13714.87,,13714.87
7548,term,5161.28,,5161.28
7549,term,2646.35,,2646.35
7550,term,2033.26,,2033.26
7551,term,20447.39,,20447.39
7552,revolving,3618.47,7738.39,5678.43
7553,revolving,3434.48,9676.34,6555.41
7554,revolving,24078.79,53410.5,38744.65
7555,revolving,1756.91,3415.33,2586.12
7556,revolving,9781.64,26803.56,18292.6
7557,term,8963.79,,8963.79
7558,revolving,18548.63,51802.86,35175.74
7559,term,1798.35,,1798.35
7560,term,2556.46,,2556.46
7561,revolving,5097.39,9173.82,7135.6
7562,term,915.08,,915.08
7563,term,16563.73,,16563.73
7564,revolving,9529.38,21245.9,15387.64
7565,term,31897.16,,31897.16
7566,term,1381.42,,1381.42
7567,term,1936.23,,1936.23
7568,term,11429.08,,11429.08
7569,revolving,2572.85,6112.87,4342.86
7570,revolving,12326.86,28909.95,20618.4
7571,term,9204.12,,9204.12
7572,term,32948.95,,32948.95
7573,revolving,14512.63,41094.78,27803.7
7574,revolving,9993.46,23715.79,16854.62
7575,term,6415.36,,6415.36
7576,term,10736.1,,10736.1
7577,term,895.66,,895.66
7578,term,1703.17,,1703.17
7579,term,33301.74,,33301.74
7580,term,23466.53,,23466.53
7581,term,1784.62,,1784.62
7582,term,11654.92,,11654.92
7583,term,24923.65,,24923.65
7584,revolving,8771.88,18292.76,13532.32
7585,term,8488.91,,8488.91
7586,term,12297.59,,12297.59
7587,term,3132.23,,3132.23
7588,revolving,22336.05,42083.8,32209.93
7589,revolving,14657.66,30193.91,22425.78
7590,term,5278.24,,5278.24
7591,term,23371.96,,23371.96
7592,term,19128.33,,19128.33
7593,term,4654.28,,4654.28
7594,revolving,10823.71,22035.85,16429.78
7595,term,1401.13,,1401.13
7596,revolving,14811.87,28450.59,21631.23
7597,term,13078.66,,13078.66
7598,term,10568.3,,10568.3
7599,revolving,3470.5,9466.68,6468.59
7600,term,818.33,,818.33
7601,term,25748.15,,25748.15
7602,revolving,3931.88,8543.54,6237.71
7603,revolving,16376.7,48766.83,32571.76
7604,term,1962.39,,1962.39
7605,term,7544.59,,7544.59
7606,term,2287.55,,2287.55
7607,term,3665.24,,3665.24
7608,revolving,6402.36,15643.83,11023.1
7609,revolving,8536.0,20819.2,14677.6
7610,revolving,2816.89,5911.72,4364.3
7611,revolving,9196.62,26551.8,17874.21
7612,term,4034.52,,4034.52
7613,term,25209.34,,25209.34
7614,term,8440.99,,8440.99
7615,term,11145.51,,11145.51
7616,term,18161.2,,18161.2
7617,term,4535.28,,4535.28
7618,term,16796.37,,16796.37
7619,term,12578.78,,12578.78
7620,term,5305.9,,5305.9
7621,term,4304.15,,4304.15
7622,term,9874.84,,9874.84
7623,term,19839.57,,19839.57
7624,term,10960.74,,10960.74
7625,term,10280.43,,10280.43
7626,term,6023.59,,6023.59
7627,term,2293.12,,2293.12
7628,term,11073.09,,11073.09
7629,term,1710.58,,1710.58
7630,term,3069.45,,3069.45
7631,term,2995.32,,2995.32
7632,term,3882.28,,3882.28
7633,term,1855.2,,1855.2
7634,term,7842.21,,7842.21
7635,term,26259.08,,26259.08
7636,revolving,2512.38,7475.74,4994.06
7637,term,15884.73,,15884.73
7638,term,7111.12,,7111.12
7639,term,14307.39,,14307.39
7640,term,8375.97,,8375.97
7641,term,6225.11,,6225.11
7642,term,9499.5,,9499.5
7643,term,9382.96,,9382.96
7644,term,22896.78,,22896.78
7645,term,7630.06,,7630.06
7646,term,5909.94,,5909.94
7647,term,1691.47,,1691.47
7648,revolving,12997.85,22171.06,17584.46
7649,term,568.68,,568.68
7650,term,5533.51,,5533.51
7651,revolving,4850.66,11393.28,8121.97
7652,term,6725.99,,6725.99
7653,term,19563.86,,19563.86
7654,term,7435.33,,7435.33
7655,term,38149.12,,38149.12
7656,term,666.71,,666.71
7657,revolving,2955.84,5274.63,4115.24
7658,term,6228.91,,6228.91
7659,term,1864.01,,1864.01
7660,revolving,6344.51,15289.64,10817.08
7661,term,5777.66,,5777.66
7662,term,4879.02,,4879.02
7663,term,11656.57,,11656.57
7664,term,15112.53,,15112.53
7665,term,7372.44,,7372.44
7666,term,3225.7,,3225.7
7667,term,13808.82,,13808.82
7668,revolving,2931.97,6308.82,4620.39
7669,term,9586.69,,9586.69
7670,term,6072.47,,6072.47
7671,term,4179.0,,4179.0
7672,revolving,2805.07,4411.62,3608.34
7673,term,8730.14,,8730.14
7674,revolving,3366.72,8148.54,5757.63
7675,term,14094.66,,14094.66
7676,term,2433.27,,2433.27
7677,term,7239.97,,7239.97
7678,term,4948.96,,4948.96
7679,revolving,10415.17,24491.24,17453.21
7680,term,13894.61,,13894.61
7681,term,16591.41,,16591.41
7682,term,6418.1,,6418.1
7683,term,3149.89,,3149.89
7684,term,2826.32,,2826.32
7685,revolving,12868.14,27393.73,20130.93
7686,revolving,3412.07,6766.33,5089.2
7687,term,19549.25,,19549.25
7688,revolving,3728.13,9490.89,6609.51
7689,term,22727.56,,22727.56
7690,revolving,8241.02,15802.71,12021.86
7691,term,5271.6,,5271.6
7692,revolving,4337.3,8281.67,6309.48
7693,term,4023.52,,4023.52
7694,revolving,3344.4,6319.64,4832.02
7695,revolving,2224.38,3892.2,3058.29
7696,revolving,12942.46,34667.56,23805.01
7697,term,973.9,,973.9
7698,term,4304.9,,4304.9
7699,term,1365.98,,1365.98
7700,revolving,9429.54,15334.28,12381.91
7701,term,1345.07,,1345.07
7702,revolving,1080.99,3152.75,2116.87
7703,term,14325.15,,14325.15
7704,term,39476.57,,39476.57
7705,term,8290.73,,8290.73
7706,term,2478.01,,2478.01
7707,term,11139.52,,11139.52
7708,term,5171.63,,5171.63
7709,term,11204.93,,11204.93
7710,revolving,2500.5,6438.67,4469.58
7711,revolving,2158.61,4127.0,3142.8
7712,term,979.99,,979.99
7713,revolving,3624.19,6564.52,5094.36
7714,term,7731.46,,7731.46
7715,term,9573.27,,9573.27
7716,term,2434.75,,2434.75
7717,revolving,3766.1,7669.3,5717.7
7718,revolving,2821.53,5228.54,4025.04
7719,term,100.0,,100.0
7720,revolving,4788.48,7364.72,6076.6
7721,term,2563.07,,2563.07
7722,term,6470.6,,6470.6
7723,term,904.92,,904.92
7724,term,1429.74,,1429.74
7725,term,416.65,,416.65
7726,term,17088.05,,17088.05
7727,term,2508.51,,2508.51
7728,term,5988.11,,5988.11
7729,term,13526.21,,13526.21
7730,revolving,359.23,835.31,597.27
7731,term,10491.7,,10491.7
7732,term,4699.98,,4699.98
7733,term,757.64,,757.64
7734,revolving,6042.99,16439.01,11241.0
7735,revolving,6817.09,18662.12,12739.6
7736,revolving,14970.46,28689.92,21830.19
7737,term,18179.76,,18179.76
7738,term,7300.2,,7300.2
7739,term,17412.6,,17412.6
7740,revolving,6021.43,15771.52,10896.48
7741,term,4022.05,,4022.05
7742,revolving,9742.91,26333.28,18038.1
7743,term,6176.35,,6176.35
7744,term,828.39,,828.39
7745,term,9642.51,,9642.51
7746,term,2311.13,,2311.13
7747,term,11621.56,,11621.56
7748,term,5151.85,,5151.85
7749,revolving,1079.63,2551.25,1815.44
7750,term,1704.59,,1704.59
7751,term,9448.78,,9448.78
7752,term,7923.53,,7923.53
7753,term,14314.07,,14314.07
7754,revolving,7813.92,23026.52,15420.22
7755,revolving,16856.88,37619.99,27238.44
7756,term,2292.85,,2292.85
7757,term,11784.86,,11784.86
7758,term,7279.17,,7279.17
7759,term,26924.49,,26924.49
7760,term,1661.38,,1661.38
7761,term,8599.63,,8599.63
7762,term,31466.62,,31466.62
7763,term,1150.81,,1150.81
7764,revolving,3624.77,10818.66,7221.72
7765,term,2025.83,,2025.83
7766,term,19750.21,,19750.21
7767,revolving,17734.19,38132.41,27933.3
7768,term,4902.63,,4902.63
7769,term,17883.97,,17883.97
7770,term,23221.81,,23221.81
7771,term,1475.56,,1475.56
7772,term,13070.18,,13070.18
7773,term,5567.14,,5567.14
7774,term,5840.93,,5840.93
7775,term,9377.05,,9377.05
7776,term,44265.75,,44265.75
7777,term,22479.32,,22479.32
7778,term,10150.51,,10150.51
7779,revolving,9687.85,25771.6,17729.72
7780,term,2768.01,,2768.01
7781,term,15799.12,,15799.12
7782,term,1916.63,,1916.63
7783,term,1048.01,,1048.01
7784,term,9187.42,,9187.42
7785,term,1609.79,,1609.79
7786,revolving,743.15,2006.38,1374.76
7787,revolving,31227.58,73406.93,52317.26
7788,term,6286.07,,6286.07
7789,term,858.08,,858.08
7790,term,1091.99,,1091.99
7791,term,1790.8,,1790.8
7792,term,12258.44,,12258.44
7793,term,41768.53,,41768.53
7794,term,7005.13,,7005.13
7795,term,11523.65,,11523.65
7796,revolving,3196.05,6987.33,5091.69
7797,term,795.29,,795.29
7798,revolving,5329.47,11490.66,8410.06
7799,revolving,1119.45,2584.23,1851.84
7800,term,3489.28,,3489.28
7801,term,3749.11,,3749.11
7802,term,7460.2,,7460.2
7803,term,7004.45,,7004.45
7804,term,7557.33,,7557.33
7805,term,8592.57,,8592.57
7806,term,8482.52,,8482.52
7807,term,3791.35,,3791.35
7808,term,14317.77,,14317.77
7809,term,1778.77,,1778.77
7810,revolving,4948.29,13165.26,9056.78
7811,term,4220.19,,4220.19
7812,term,5534.71,,5534.71
7813,term,570.09,,570.09
7814,term,1612.82,,1612.82
7815,term,9226.76,,9226.76
7816,revolving,25673.96,70260.75,47967.36
7817,term,5213.26,,5213.26
7818,term,6241.5,,6241.5
7819,term,15511.61,,15511.61
7820,revolving,5408.99,13963.78,9686.38
7821,term,4897.94,,4897.94
7822,term,11841.37,,11841.37
7823,term,51016.32,,51016.32
7824,revolving,14488.5,27780.89,21134.7
7825,term,9989.84,,9989.84
7826,term,1693.43,,1693.43
7827,revolving,1695.67,3062.38,2379.02
7828,revolving,6235.55,10179.49,8207.52
7829,revolving,14761.36,40745.0,27753.18
7830,term,2085.19,,2085.19
7831,term,3755.54,,3755.54
7832,term,6575.0,,6575.0
7833,term,12975.53,,12975.53
7834,revolving,15814.76,25762.0,20788.38
7835,term,25152.44,,25152.44
7836,term,8115.17,,8115.17
7837,term,2815.52,,2815.52
7838,revolving,23897.38,51582.67,37740.02
7839,term,1675.94,,1675.94
7840,term,3075.13,,3075.13
7841,term,17702.16,,17702.16
7842,term,12788.83,,12788.83
7843,term,12028.09,,12028.09
7844,revolving,7928.54,17084.8,12506.67
7845,term,6934.08,,6934.08
7846,revolving,2834.77,7768.38,5301.58
7847,revolving,3713.59,9957.08,6835.34
7848,term,6103.44,,6103.44
7849,revolving,3220.3,9257.81,6239.06
7850,revolving,656.54,1815.06,1235.8
7851,term,15166.28,,15166.28
7852,term,25066.27,,25066.27
7853,term,2603.38,,2603.38
7854,term,2498.33,,2498.33
7855,term,40368.94,,40368.94
7856,revolving,25409.33,59820.7,42615.02
7857,term,9815.58,,9815.58
7858,revolving,1621.79,2773.76,2197.78
7859,term,21406.17,,21406.17
7860,revolving,21476.92,63473.24,42475.08
7861,term,292.17,,292.17
7862,term,1734.9,,1734.9
7863,term,886.2,,886.2
7864,term,25415.86,,25415.86
7865,revolving,2109.67,4820.9,3465.28
7866,term,3847.45,,3847.45
7867,revolving,23347.99,65867.46,44607.73
7868,term,30602.25,,30602.25
7869,term,398.16,,398.16
7870,term,4292.45,,4292.45
7871,revolving,5358.63,13545.29,9451.96
7872,revolving,658.94,1471.53,1065.24
7873,term,26997.23,,26997.23
7874,term,4156.05,,4156.05
7875,term,11444.61,,11444.61
7876,term,1567.06,,1567.06
7877,term,3760.65,,3760.65
7878,term,14893.98,,14893.98
7879,term,566.54,,566.54
7880,term,983.52,,983.52
7881,revolving,10911.99,32725.23,21818.61
7882,term,1968.94,,1968.94
7883,term,26895.38,,26895.38
7884,revolving,9878.14,23568.05,16723.1
7885,term,8111.1,,8111.1
7886,term,16438.48,,16438.48
7887,term,14591.64,,14591.64
7888,term,1654.22,,1654.22
7889,revolving,5479.09,12595.86,9037.48
7890,term,10870.84,,10870.84
7891,term,6988.49,,6988.49
7892,revolving,15102.04,41461.06,28281.55
7893,term,10475.02,,10475.02
7894,term,4335.61,,4335.61
7895,revolving,9243.84,19108.62,14176.23
7896,term,194.48,,194.48
7897,term,11172.63,,11172.63
7898,term,1578.09,,1578.09
7899,term,2729.42,,2729.42
7900,term,25255.95,,25255.95
7901,revolving,3917.17,6891.7,5404.44
7902,term,2327.61,,2327.61
7903,term,10620.3,,10620.3
7904,term,5357.13,,5357.13
7905,term,5291.65,,5291.65
7906,term,2037.43,,2037.43
7907,term,8247.7,,8247.7
7908,term,10989.66,,10989.66
7909,term,4023.6,,4023.6
7910,term,8555.4,,8555.4
7911,term,2426.17,,2426.17
7912,term,8733.56,,8733.56
7913,term,8153.34,,8153.34
7914,term,17369.3,,17369.3
7915,term,2057.34,,2057.34
7916,term,5924.01,,5924.01
7917,term,20239.71,,20239.71
7918,term,3566.77,,3566.77
7919,term,9721.13,,9721.13
7920,term,3269.11,,3269.11
7921,revolving,1999.53,5511.4,3755.46
7922,revolving,3630.19,6314.6,4972.4
7923,term,2437.5,,2437.5
7924,revolving,2645.08,4665.38,3655.23
7925,revolving,2210.88,6330.09,4270.49
7926,term,3302.78,,3302.78
7927,term,94220.81,,94220.81
7928,revolving,6549.17,13606.94,10078.06
7929,term,4854.28,,4854.28
7930,term,1865.26,,1865.26
7931,term,2255.63,,2255.63
7932,revolving,10997.74,29074.7,20036.22
7933,term,2192.75,,2192.75
7934,term,657.71,,657.71
7935,term,501.29,,501.29
7936,term,7188.9,,7188.9
7937,term,1375.52,,1375.52
7938,term,15249.8,,15249.8
7939,revolving,15113.29,31645.45,23379.37
7940,term,6667.95,,6667.95
7941,term,1332.48,,1332.48
7942,term,18143.01,,18143.01
7943,term,10450.66,,10450.66
7944,term,10928.59,,10928.59
7945,revolving,9411.93,24820.56,17116.25
7946,revolving,4628.07,12041.77,8334.92
7947,term,3250.8,,3250.8
7948,term,1414.84,,1414.84
7949,term,1288.04,,1288.04
7950,revolving,22501.88,64775.76,43638.82
7951,term,10884.78,,10884.78
7952,revolving,5161.7,13838.47,9500.08
7953,term,11134.52,,11134.52
7954,term,7266.03,,7266.03
7955,revolving,1033.44,2524.58,1779.01
7956,term,6530.67,,6530.67
7957,revolving,9701.38,27029.15,18365.26
7958,term,1316.48,,1316.48
7959,revolving,60083.66,90959.32,75521.49
7960,term,8866.58,,8866.58
7961,revolving,5957.63,16480.32,11218.97
7962,term,4386.81,,4386.81
7963,term,6507.13,,6507.13
7964,term,2630.13,,2630.13
7965,term,2360.25,,2360.25
7966,term,28245.55,,28245.55
7967,term,298.45,,298.45
7968,term,1404.57,,1404.57
7969,term,6329.93,,6329.93
7970,revolving,9724.98,26859.86,18292.42
7971,term,33570.68,,33570.68
7972,term,4953.65,,4953.65
7973,term,15011.22,,15011.22
7974,term,7381.6,,7381.6
7975,term,7327.49,,7327.49
7976,revolving,11302.75,18871.41,15087.08
7977,revolving,19251.39,56178.78,37715.08
7978,revolving,9682.75,27973.67,18828.21
7979,term,12432.24,,12432.24
7980,term,4942.61,,4942.61
7981,term,11699.91,,11699.91
7982,revolving,7412.96,12609.83,10011.4
7983,revolving,2295.35,6437.66,4366.5
7984,revolving,5924.51,14808.17,10366.34
7985,term,16238.71,,16238.71
7986,term,13639.77,,13639.77
7987,term,4999.34,,4999.34
7988,term,6556.62,,6556.62
7989,revolving,13319.79,24989.98,19154.89
7990,term,3909.31,,3909.31
7991,revolving,257.28,496.12,376.7
7992,revolving,13977.27,39838.87,26908.07
7993,term,3510.9,,3510.9
7994,revolving,5456.64,15769.89,10613.26
7995,revolving,667.45,1186.06,926.76
7996,term,10394.28,,10394.28
7997,revolving,1003.02,1852.77,1427.9
7998,term,3260.79,,3260.79
7999,term,9316.31,,9316.31
8000,term,3470.35,,3470.35
8001,term,5556.99,,5556.99
8002,revolving,16457.43,37403.81,26930.62
8003,term,9167.11,,9167.11
8004,term,9965.07,,9965.07
8005,term,3685.88,,3685.88
8006,term,15680.8,,15680.8
8007,term,20860.78,,20860.78
8008,revolving,15768.24,45134.27,30451.25
8009,revolving,8979.95,25432.0,17205.97
8010,term,31344.18,,31344.18
8011,revolving,116.04,297.04,206.54
8012,term,9296.5,,9296.5
8013,revolving,3101.44,8258.16,5679.8
8014,term,7292.61,,7292.61
8015,term,2925.36,,2925.36
8016,revolving,5614.16,11541.65,8577.9
8017,term,9058.93,,9058.93
8018,revolving,9205.57,27485.71,18345.64
8019,revolving,745.57,1849.19,1297.38
8020,term,10381.86,,10381.86
8021,term,13869.41,,13869.41
8022,revolving,11595.97,21300.01,16447.99
8023,term,2280.56,,2280.56
8024,revolving,4336.96,10896.27,7616.62
8025,term,11234.86,,11234.86
8026,revolving,16117.11,32684.27,24400.69
8027,term,5142.94,,5142.94
8028,term,7399.41,,7399.41
8029,term,27357.65,,27357.65
8030,revolving,11498.03,28839.02,20168.53
8031,term,7070.2,,7070.2
8032,term,6949.1,,6949.1
8033,term,26646.22,,26646.22
8034,revolving,15694.85,41036.33,28365.59
8035,term,947.97,,947.97
8036,term,804.44,,804.44
8037,term,13792.88,,13792.88
8038,term,6844.19,,6844.19
8039,term,1021.88,,1021.88
8040,term,8407.49,,8407.49
8041,term,9708.84,,9708.84
8042,term,18219.24,,18219.24
8043,term,590.37,,590.37
8044,term,17082.49,,17082.49
8045,revolving,12727.5,31050.17,21888.84
8046,revolving,8016.37,12296.72,10156.54
8047,term,1401.25,,1401.25
8048,revolving,6159.95,10247.51,8203.73
8049,term,7392.2,,7392.2
8050,term,1107.57,,1107.57
8051,revolving,20213.45,34550.37,27381.91
8052,term,23554.14,,23554.14
8053,term,14773.02,,14773.02
8054,revolving,3732.19,10171.16,6951.67
8055,term,6518.54,,6518.54
8056,term,5355.51,,5355.51
8057,revolving,5892.3,15897.33,10894.81
8058,revolving,13521.26,30905.11,22213.18
8059,term,606.38,,606.38
8060,term,9388.81,,9388.81
8061,term,11584.06,,11584.06
8062,revolving,16403.31,29705.79,23054.55
8063,term,3151.32,,3151.32
8064,term,635.36,,635.36
8065,term,8449.88,,8449.88
8066,term,12139.02,,12139.02
8067,term,1977.72,,1977.72
8068,term,39834.62,,39834.62
8069,revolving,8480.07,13761.65,11120.86
8070,term,6010.4,,6010.4
8071,revolving,836.69,1820.83,1328.76
8072,revolving,1557.34,3170.83,2364.08
8073,revolving,1556.71,3795.6,2676.16
8074,term,8629.88,,8629.88
8075,term,13922.62,,13922.62
8076,term,9058.24,,9058.24
8077,revolving,13328.48,25423.52,19376.0
8078,term,14398.54,,14398.54
8079,term,8070.67,,8070.67
8080,term,373.16,,373.16
8081,revolving,3839.9,7786.85,5813.38
8082,revolving,8786.27,24616.68,16701.47
8083,term,14537.01,,14537.01
8084,term,7845.6,,7845.6
8085,term,11748.57,,11748.57
8086,term,17957.32,,17957.32
8087,term,471.84,,471.84
8088,term,9595.77,,9595.77
8089,term,2211.75,,2211.75
8090,term,6482.39,,6482.39
8091,term,10630.2,,10630.2
8092,term,4971.33,,4971.33
8093,revolving,7986.96,20988.36,14487.66
8094,term,9226.79,,9226.79
8095,term,19976.17,,19976.17
8096,term,12162.74,,12162.74
8097,term,8206.17,,8206.17
8098,term,2338.78,,2338.78
8099,revolving,4141.04,8212.12,6176.58
8100,term,11297.88,,11297.88
8101,term,4438.35,,4438.35
8102,term,8935.69,,8935.69
8103,term,765.71,,765.71
8104,term,3543.32,,3543.32
8105,term,3611.67,,3611.67
8106,revolving,8950.6,20038.72,14494.66
8107,revolving,6441.62,11329.07,8885.34
8108,revolving,1226.75,2113.41,1670.08
8109,term,1439.97,,1439.97
8110,term,8963.27,,8963.27
8111,revolving,3380.71,7071.32,5226.01
8112,term,25622.07,,25622.07
8113,revolving,1017.72,2789.2,1903.46
8114,term,5626.29,,5626.29
8115,revolving,3583.5,7933.53,5758.52
8116,term,12888.48,,12888.48
8117,term,10688.87,,10688.87
8118,term,2517.79,,2517.79
8119,term,959.42,,959.42
8120,revolving,24879.57,50939.74,37909.66
8121,term,4650.44,,4650.44
8122,revolving,321.3,722.93,522.12
8123,revolving,4726.67,12185.67,8456.17
8124,revolving,12337.85,35214.98,23776.42
8125,revolving,6990.83,18637.42,12814.12
8126,revolving,6721.51,13535.56,10128.54
8127,term,23973.24,,23973.24
8128,revolving,11886.71,20498.27,16192.49
8129,term,15023.61,,15023.61
8130,term,11035.16,,11035.16
8131,term,1825.62,,1825.62
8132,revolving,10645.66,19867.66,15256.66
8133,term,6137.81,,6137.81
8134,term,15725.16,,15725.16
8135,term,2646.09,,2646.09
8136,term,3320.5,,3320.5
8137,term,8935.2,,8935.2
8138,term,590.47,,590.47
8139,term,2940.84,,2940.84
8140,term,16650.46,,16650.46
8141,term,5113.5,,5113.5
8142,revolving,2821.41,6976.38,4898.9
8143,revolving,2355.73,6008.2,4181.96
8144,term,24545.71,,24545.71
8145,term,1633.03,,1633.03
8146,revolving,22870.56,35741.44,29306.0
8147,term,1590.96,,1590.96
8148,revolving,19705.4,29694.06,24699.73
8149,term,5784.41,,5784.41
8150,revolving,5423.84,14898.13,10160.98
8151,term,2441.52,,2441.52
8152,revolving,2965.55,5346.15,4155.85
8153,revolving,24279.26,41818.49,33048.88
8154,term,1967.38,,1967.38
8155,term,13611.91,,13611.91
8156,term,11608.83,,11608.83
8157,revolving,13869.91,27503.49,20686.7
8158,revolving,10933.7,17368.09,14150.9
8159,term,24963.62,,24963.62
8160,term,11567.16,,11567.16
8161,revolving,3284.91,8171.65,5728.28
8162,term,8081.56,,8081.56
8163,revolving,13878.65,38789.78,26334.21
8164,term,7177.76,,7177.76
8165,term,11249.81,,11249.81
8166,revolving,1289.12,2137.95,1713.54
8167,term,4760.2,,4760.2
8168,term,6686.64,,6686.64
8169,revolving,9107.25,23214.98,16161.12
8170,term,7292.4,,7292.4
8171,term,12279.15,,12279.15
8172,term,5431.33,,5431.33
8173,term,40485.82,,40485.82
8174,term,7743.92,,7743.92
8175,term,10476.48,,10476.48
8176,term,20729.42,,20729.42
8177,revolving,4864.43,11795.75,8330.09
8178,term,8464.93,,8464.93
8179,term,9173.53,,9173.53
8180,term,1593.41,,1593.41
8181,term,7615.05,,7615.05
8182,revolving,6990.4,14089.88,10540.14
8183,term,182.86,,182.86
8184,term,15414.32,,15414.32
8185,revolving,2841.4,4933.84,3887.62
8186,revolving,15074.45,35763.07,25418.76
8187,term,37589.19,,37589.19
8188,term,5325.39,,5325.39
8189,term,20622.98,,20622.98
8190,term,1349.49,,1349.49
8191,term,1598.18,,1598.18
8192,term,4362.16,,4362.16
8193,revolving,14441.1,40170.21,27305.66
8194,term,1947.79,,1947.79
8195,term,6554.52,,6554.52
8196,term,5375.12,,5375.12
8197,revolving,1962.88,3895.71,2929.3
8198,revolving,9266.73,16718.2,12992.46
8199,term,9607.41,,9607.41
8200,term,15863.65,,15863.65
8201,revolving,936.99,2538.95,1737.97
8202,revolving,16325.68,47123.99,31724.84
8203,term,2680.96,,2680.96
8204,term,6411.15,,6411.15
8205,term,862.01,,862.01
8206,term,10364.36,,10364.36
8207,term,5258.64,,5258.64
8208,term,8070.28,,8070.28
8209,term,8298.0,,8298.0
8210,term,2240.79,,2240.79
8211,term,530.79,,530.79
8212,term,9023.97,,9023.97
8213,revolving,757.56,1489.66,1123.61
8214,term,3330.91,,3330.91
8215,term,740.95,,740.95
8216,term,10338.13,,10338.13
8217,revolving,35577.53,85353.0,60465.26
8218,revolving,4961.82,8026.72,6494.27
8219,term,726.16,,726.16
8220,term,7964.8,,7964.8
8221,term,3847.02,,3847.02
8222,term,10811.68,,10811.68
8223,term,2239.07,,2239.07
8224,term,17919.61,,17919.61
8225,term,235.95,,235.95
8226,revolving,2764.51,7761.09,5262.8
8227,revolving,3299.18,5507.19,4403.18
8228,term,4546.64,,4546.64
8229,revolving,3924.33,11632.26,7778.3
8230,term,3042.09,,3042.09
8231,term,1832.0,,1832.0
8232,term,16703.47,,16703.47
