loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage
7799,term,East,home_improvement,2022-04-03,692,676,5528.77,2285.06,,6.61,5,0,0,33.5,,-16,Stage 1
7800,term,North,personal,2021-04-25,707,689,9311.54,2384.68,,8.03,4,0,0,44.9,,-18,Stage 1
7801,term,West,debt_consolidation,2023-01-23,649,638,4428.85,1752.18,,12.99,15,0,0,23.6,,-11,Stage 1
7802,term,North,home_improvement,2023-02-08,711,694,6968.32,3849.44,,9.0,8,0,0,23.1,,-17,Stage 1
7803,revolving,East,auto,2022-03-23,681,659,11087.72,6547.7,18831.03,9.88,10,1,0,33.8,0.348,-22,Stage 2
7804,term,South,personal,2021-12-19,651,632,10962.43,4605.66,,7.55,14,0,0,37.0,,-19,Stage 1
7805,term,North,home_improvement,2022-09-17,665,642,8282.04,5100.4,,6.8,14,0,0,27.9,,-23,Stage 1
7806,term,West,auto,2022-06-25,674,666,18562.55,11897.28,,4.69,12,0,0,30.7,,-8,Stage 1
7807,revolving,North,auto,2021-11-18,593,581,40560.0,15521.29,26935.27,11.16,44,1,1,38.0,0.576,-12,Stage 2
7808,revolving,North,auto,2021-08-14,641,644,31006.91,17241.26,38386.16,13.63,23,0,0,41.2,0.449,3,Stage 1
7809,term,West,auto,2021-12-27,683,664,9576.02,3582.47,,12.51,9,0,0,36.7,,-19,Stage 1
7810,term,South,personal,2023-04-14,598,566,13673.85,10754.04,,5.44,44,0,0,20.9,,-32,Stage 2
7811,term,West,home_improvement,2021-04-22,642,608,10578.89,1057.89,,12.77,13,1,0,45.0,,-34,Stage 2
7812,term,East,auto,2021-07-31,823,831,27746.21,8092.29,,8.52,10,0,0,41.7,,8,Stage 1
7813,term,South,home_improvement,2024-06-10,612,601,17321.46,16131.11,,13.41,33,0,0,6.8,,-11,Stage 2
7814,term,North,home_improvement,2023-08-06,656,625,16757.45,9211.05,,10.16,15,1,0,17.1,,-31,Stage 2
7815,term,West,debt_consolidation,2021-06-08,629,593,11091.8,5390.7,,9.94,23,0,0,43.4,,-36,Stage 2
7816,term,East,home_improvement,2022-07-26,672,685,27173.71,12455.82,,10.02,6,0,0,29.7,,13,Stage 1
7817,term,West,personal,2024-09-09,631,597,8386.2,8058.27,,3.92,29,0,0,3.8,,-34,Stage 2
7818,revolving,South,personal,2024-01-22,665,641,3828.01,2635.06,7425.51,5.21,12,0,0,11.5,0.355,-24,Stage 1
7819,revolving,East,auto,2024-06-25,636,593,14325.95,12944.27,31936.54,7.12,20,1,0,6.3,0.405,-43,Stage 2
7820,term,North,home_improvement,2022-11-01,743,709,18786.77,6723.44,,7.91,2,0,0,26.4,,-34,Stage 2
7821,term,South,personal,2024-03-10,684,668,22476.93,19437.06,,9.35,11,0,0,9.9,,-16,Stage 1
7822,term,East,personal,2023-06-30,619,609,16431.93,7648.2,,7.61,25,0,0,18.4,,-10,Stage 1
7823,term,South,personal,2023-10-20,730,722,15452.84,9493.78,,7.48,1,0,0,14.6,,-8,Stage 1
7824,revolving,North,auto,2022-02-08,622,578,7820.57,4745.87,9861.53,12.72,25,0,0,35.3,0.481,-44,Stage 2
7825,term,East,personal,2022-02-08,586,558,18704.31,10818.85,,13.05,42,0,1,35.3,,-28,Stage 2
7826,revolving,West,home_improvement,2022-08-24,679,647,9874.77,6267.29,9671.26,10.82,16,0,0,28.7,0.648,-32,Stage 2
7827,revolving,West,personal,2024-12-08,794,784,12819.41,12559.69,34054.95,6.83,4,0,0,0.8,0.369,-10,Stage 1
7828,term,North,personal,2024-06-10,570,541,32238.71,25885.89,,10.26,40,0,0,6.8,,-29,Stage 2
7829,term,East,auto,2021-07-12,600,573,20706.9,2070.69,,12.84,37,0,0,42.3,,-27,Stage 2
7830,term,North,home_improvement,2024-01-28,725,719,11515.48,9548.47,,8.26,2,0,0,11.3,,-6,Stage 1
7831,term,North,personal,2024-02-11,641,631,6088.57,4807.11,,13.03,18,0,0,10.8,,-10,Stage 1
7832,term,South,home_improvement,2024-07-28,716,706,4979.91,4604.94,,14.81,3,0,0,5.2,,-10,Stage 1
7833,term,West,home_improvement,2023-09-27,629,600,22215.68,12318.69,,11.93,19,0,0,15.4,,-29,Stage 1
7834,revolving,North,personal,2022-06-07,688,680,10791.86,1317.75,2363.67,10.86,10,0,0,31.3,0.558,-8,Stage 1
7835,term,South,auto,2021-12-16,784,766,16355.49,1635.55,,10.04,3,0,0,37.1,,-18,Stage 1
7836,term,North,home_improvement,2021-11-12,608,584,3781.2,378.12,,10.9,28,0,0,38.2,,-24,Stage 1
7837,term,North,debt_consolidation,2023-08-01,741,747,19640.58,15509.49,,10.26,3,0,0,17.3,,6,Stage 1
7838,term,North,personal,2023-07-02,720,704,1947.11,909.68,,5.33,2,0,0,18.3,,-16,Stage 1
7839,term,West,home_improvement,2022-10-14,590,557,9243.49,3662.09,,12.99,49,0,0,27.0,,-33,Stage 2
7840,revolving,East,home_improvement,2022-09-27,713,721,18523.76,10570.2,27462.97,9.26,1,0,0,27.6,0.385,8,Stage 1
7841,term,West,home_improvement,2023-10-08,684,672,10952.71,7671.88,,16.31,8,0,0,15.0,,-12,Stage 1
7842,term,South,personal,2024-12-30,685,672,13149.7,12995.58,,17.3,10,0,0,0.1,,-13,Stage 1
7843,term,East,debt_consolidation,2022-08-16,700,691,13103.86,7255.15,,8.25,3,0,0,29.0,,-9,Stage 1
7844,term,South,home_improvement,2022-03-20,658,631,26844.54,5741.17,,9.61,11,0,0,33.9,,-27,Stage 1
7845,revolving,North,home_improvement,2022-09-13,684,681,9282.95,5224.68,12671.73,7.71,5,0,1,28.0,0.412,-3,Stage 1
7846,term,East,auto,2024-05-16,694,697,11147.98,9722.37,,6.14,8,0,0,7.7,,3,Stage 1
7847,revolving,South,personal,2023-01-26,724,712,2115.2,930.55,1888.76,8.83,3,0,0,23.5,0.493,-12,Stage 1
7848,term,North,personal,2024-07-23,588,565,2017.86,1839.2,,9.1,40,1,0,5.4,,-23,Stage 2
7849,term,South,home_improvement,2022-05-12,757,762,6258.73,4124.45,,5.09,0,0,0,32.2,,5,Stage 1
7850,term,South,auto,2023-02-12,610,596,2403.3,1205.85,,5.64,31,0,1,23.0,,-14,Stage 2
7851,term,West,home_improvement,2024-08-13,725,728,38928.8,33811.58,,3.0,1,0,0,4.7,,3,Stage 1
7852,term,North,home_improvement,2022-01-09,684,655,24011.93,2401.19,,5.49,5,1,0,36.3,,-29,Stage 2
7853,revolving,West,personal,2021-07-03,603,585,48425.1,12685.87,37410.05,11.54,27,1,0,42.6,0.339,-18,Stage 2
7854,term,East,auto,2021-02-01,711,716,18142.17,6385.76,,13.33,2,0,0,47.7,,5,Stage 1
7855,term,North,home_improvement,2021-10-10,623,606,6814.72,3410.58,,3.09,23,0,0,39.3,,-17,Stage 1
7856,term,West,personal,2023-04-16,744,753,11739.76,7655.15,,4.98,1,0,0,20.9,,9,Stage 1
7857,term,West,home_improvement,2023-05-23,637,616,12871.74,9658.88,,12.68,21,0,0,19.6,,-21,Stage 1
7858,term,East,home_improvement,2024-12-26,590,567,25996.62,25399.54,,6.44,40,0,0,0.2,,-23,Stage 2
7859,term,South,auto,2022-11-17,772,769,15588.3,3689.41,,7.62,1,0,0,25.9,,-3,Stage 1
7860,term,South,auto,2022-04-07,690,682,6973.74,4348.13,,6.94,5,0,0,33.3,,-8,Stage 1
7861,term,South,auto,2023-05-21,732,732,11151.26,7348.31,,11.75,2,0,0,19.7,,0,Stage 1
7862,term,East,home_improvement,2023-09-11,628,594,13213.13,6945.92,,14.02,20,0,0,15.9,,-34,Stage 2
7863,term,West,debt_consolidation,2022-01-03,566,537,9075.5,5627.45,,9.22,57,0,0,36.5,,-29,Stage 2
7864,term,North,auto,2022-10-20,780,779,8926.68,6284.13,,7.68,2,0,0,26.8,,-1,Stage 1
7865,term,East,debt_consolidation,2024-06-29,679,659,15101.26,13480.54,,8.34,8,0,0,6.2,,-20,Stage 1
7866,revolving,South,debt_consolidation,2021-06-15,709,701,7075.17,1899.74,3702.82,11.68,0,0,0,43.2,0.513,-8,Stage 1
7867,term,South,debt_consolidation,2023-09-27,719,701,6516.38,3947.72,,10.58,3,0,0,15.4,,-18,Stage 1
7868,term,North,personal,2022-08-25,659,633,15074.81,7329.25,,8.25,11,0,0,28.7,,-26,Stage 1
7869,term,East,home_improvement,2024-10-26,693,673,8347.23,8019.72,,8.87,6,0,0,2.2,,-20,Stage 1
7870,term,South,auto,2024-02-01,775,760,20529.38,15403.61,,6.85,4,0,0,11.2,,-15,Stage 1
7871,revolving,East,home_improvement,2022-08-17,678,656,12168.86,3636.49,9340.88,6.99,7,0,0,28.9,0.389,-22,Stage 1
7872,term,West,home_improvement,2021-05-06,736,747,16237.11,1623.71,,4.8,1,0,0,44.5,,11,Stage 1
7873,revolving,East,personal,2021-02-07,560,518,22308.5,3338.45,7269.34,12.44,59,1,0,47.5,0.459,-42,Stage 2
7874,revolving,West,personal,2021-12-14,747,732,8272.14,2400.51,5837.97,3.0,1,0,0,37.1,0.411,-15,Stage 1
7875,term,North,personal,2024-05-21,588,562,23519.92,21476.61,,9.84,45,0,1,7.5,,-26,Stage 2
7876,term,West,home_improvement,2024-09-04,740,723,34420.12,32005.85,,8.92,1,0,0,4.0,,-17,Stage 1
7877,term,West,debt_consolidation,2023-01-07,703,682,29425.22,20638.62,,8.72,2,0,0,24.2,,-21,Stage 1
7878,term,North,home_improvement,2023-01-04,674,646,10884.81,5035.93,,7.16,10,0,0,24.3,,-28,Stage 1
7879,term,South,personal,2022-03-02,674,659,14245.0,2890.68,,8.12,8,0,0,34.5,,-15,Stage 1
7880,term,North,home_improvement,2024-06-24,664,645,24830.37,20528.35,,14.28,18,0,0,6.4,,-19,Stage 1
7881,term,East,personal,2022-10-10,630,613,11793.43,7941.93,,9.22,20,0,0,27.1,,-17,Stage 1
7882,term,North,personal,2021-10-13,667,652,26485.12,7718.62,,9.48,6,1,0,39.2,,-15,Stage 2
7883,term,East,auto,2024-06-08,812,826,38164.31,32901.4,,9.58,2,0,0,6.9,,14,Stage 1
7884,revolving,South,debt_consolidation,2021-11-16,758,748,6320.41,800.21,1719.97,6.9,0,0,0,38.1,0.465,-10,Stage 1
7885,term,East,personal,2022-05-27,627,593,1000.0,100.0,,7.3,24,0,1,31.7,,-34,Stage 2
7886,revolving,North,auto,2021-08-13,696,675,8265.7,4578.5,6947.35,10.58,6,0,1,41.2,0.659,-21,Stage 1
7887,term,North,debt_consolidation,2022-05-21,685,689,18576.18,3364.72,,6.48,3,0,0,31.9,,4,Stage 1
7888,term,South,personal,2024-02-05,671,635,6734.18,5826.58,,8.71,9,0,1,11.0,,-36,Stage 2
7889,term,North,debt_consolidation,2023-01-12,619,607,11816.82,6464.55,,12.48,29,0,0,24.0,,-12,Stage 1
7890,term,South,debt_consolidation,2024-09-16,706,706,9453.73,8887.27,,6.99,5,0,0,3.6,,0,Stage 1
7891,term,South,home_improvement,2023-10-26,730,724,4703.2,2949.71,,8.67,1,0,0,14.4,,-6,Stage 1
7892,term,North,auto,2022-04-13,629,598,6563.24,1189.68,,8.17,32,1,0,33.1,,-31,Stage 2
7893,revolving,West,debt_consolidation,2023-07-27,797,803,19399.29,10182.13,22218.19,10.51,3,0,0,17.5,0.458,6,Stage 1
7894,term,East,home_improvement,2023-02-04,771,760,67698.68,24839.31,,9.44,3,0,0,23.2,,-11,Stage 1
7895,term,West,debt_consolidation,2021-06-12,712,697,17033.52,4348.15,,6.95,6,0,0,43.3,,-15,Stage 1
7896,revolving,South,home_improvement,2022-10-15,606,584,10562.23,4679.78,7030.2,7.4,33,0,1,27.0,0.666,-22,Stage 2
7897,revolving,East,personal,2023-06-20,704,687,34396.95,26676.5,73901.86,7.08,5,0,0,18.7,0.361,-17,Stage 1
7898,term,West,personal,2023-03-19,696,672,1000.0,601.22,,6.84,6,0,0,21.8,,-24,Stage 1
7899,term,North,home_improvement,2021-03-23,710,697,12553.2,1255.32,,3.74,7,0,0,46.0,,-13,Stage 1
7900,revolving,West,personal,2022-04-26,775,778,9252.45,925.24,2560.13,9.54,3,0,0,32.7,0.361,3,Stage 1
7901,term,East,personal,2022-05-31,669,664,9314.94,4482.21,,6.99,9,0,0,31.5,,-5,Stage 1
7902,term,East,personal,2021-07-06,802,810,13738.63,1373.86,,10.45,11,0,0,42.5,,8,Stage 1
7903,term,East,debt_consolidation,2021-05-26,704,708,9574.71,957.47,,9.25,3,0,0,43.9,,4,Stage 1
7904,revolving,East,home_improvement,2023-10-03,662,647,30998.53,21415.92,45855.91,7.87,6,0,0,15.2,0.467,-15,Stage 1
7905,term,West,auto,2021-06-01,823,825,12159.22,5770.12,,7.62,5,0,0,43.7,,2,Stage 1
7906,revolving,North,auto,2024-10-18,729,738,23695.84,22056.86,61415.27,5.04,0,0,0,2.5,0.359,9,Stage 1
7907,term,North,home_improvement,2021-04-03,652,630,19720.29,8857.86,,9.39,15,0,0,45.6,,-22,Stage 1
7908,revolving,East,debt_consolidation,2023-11-21,685,680,31695.31,18821.74,41646.63,8.75,5,0,0,13.6,0.452,-5,Stage 1
7909,term,North,personal,2022-06-24,718,721,7721.69,2422.41,,7.13,0,0,0,30.7,,3,Stage 1
7910,term,West,personal,2022-10-11,670,630,10488.27,3771.16,,3.05,9,0,0,27.1,,-40,Stage 2
7911,revolving,North,debt_consolidation,2022-08-25,688,675,27207.64,12463.27,24337.34,8.38,5,0,0,28.7,0.512,-13,Stage 1
7912,term,South,auto,2021-02-18,630,598,6321.18,1619.53,,8.61,22,1,0,47.1,,-32,Stage 2
7913,term,North,home_improvement,2024-07-05,578,538,14532.05,12805.75,,12.31,50,0,0,6.0,,-40,Stage 2
7914,term,East,home_improvement,2022-06-25,686,664,15186.63,2848.42,,9.11,6,0,0,30.7,,-22,Stage 1
7915,term,North,debt_consolidation,2024-12-04,688,656,12090.67,11825.85,,12.57,8,0,0,0.9,,-32,Stage 2
7916,term,North,personal,2021-06-05,711,708,12545.82,6312.27,,7.11,3,0,0,43.5,,-3,Stage 1
7917,term,North,personal,2023-02-14,645,623,8909.97,4384.64,,8.2,11,0,0,22.9,,-22,Stage 1
7918,term,North,personal,2022-06-30,599,584,3306.63,2170.82,,5.98,30,0,0,30.5,,-15,Stage 2
7919,term,South,home_improvement,2024-06-14,622,602,1719.15,1590.14,,8.2,27,0,0,6.7,,-20,Stage 1
7920,term,West,auto,2022-10-12,743,736,17286.36,6776.55,,11.48,0,0,0,27.1,,-7,Stage 1
7921,term,East,home_improvement,2024-10-23,640,611,25600.21,24918.26,,11.57,15,1,1,2.3,,-29,Stage 2
7922,revolving,East,debt_consolidation,2023-09-28,653,631,2520.4,1598.28,4554.8,9.67,13,1,0,15.4,0.351,-22,Stage 2
7923,term,North,home_improvement,2023-12-17,661,648,19355.04,13275.11,,4.96,15,0,0,12.7,,-13,Stage 1
7924,term,West,debt_consolidation,2021-06-24,642,619,3313.6,1588.34,,4.78,11,0,0,42.9,,-23,Stage 1
7925,revolving,North,home_improvement,2024-05-22,638,612,4993.6,4223.45,8897.29,8.25,17,0,0,7.5,0.475,-26,Stage 1
7926,term,South,auto,2021-01-27,627,605,63469.78,6346.98,,6.96,24,1,0,47.8,,-22,Stage 2
7927,revolving,West,debt_consolidation,2024-02-17,764,772,19600.51,16251.86,30461.06,10.99,1,0,0,10.6,0.534,8,Stage 1
7928,revolving,West,personal,2021-05-27,720,712,14184.15,4538.61,10219.22,10.42,2,1,0,43.8,0.444,-8,Stage 2
7929,revolving,West,personal,2023-05-18,754,760,15146.52,9485.94,20698.74,10.03,0,0,0,19.8,0.458,6,Stage 1
7930,term,West,home_improvement,2021-09-22,766,741,6091.73,609.17,,7.28,3,0,0,39.9,,-25,Stage 1
7931,revolving,North,home_improvement,2024-11-27,539,507,25416.28,24728.95,38155.19,9.44,75,0,1,1.2,0.648,-32,Stage 2
7932,revolving,South,auto,2021-09-15,700,687,21862.4,5273.07,11652.29,10.0,6,0,0,40.1,0.453,-13,Stage 1
7933,term,West,auto,2024-04-27,644,615,13709.8,11084.47,,7.97,23,0,0,8.3,,-29,Stage 1
7934,term,East,personal,2023-04-07,747,743,17374.48,8637.22,,8.28,0,0,0,21.2,,-4,Stage 1
7935,term,East,home_improvement,2023-01-13,635,622,3073.93,2327.05,,9.91,14,0,0,24.0,,-13,Stage 1
7936,term,South,debt_consolidation,2022-12-11,616,594,26147.34,12811.7,,5.72,26,0,0,25.1,,-22,Stage 1
7937,term,East,auto,2024-06-16,593,554,11252.84,10354.23,,7.26,33,0,0,6.6,,-39,Stage 2
7938,term,North,debt_consolidation,2024-09-12,661,648,17008.82,16091.71,,7.03,9,0,0,3.7,,-13,Stage 1
7939,term,North,debt_consolidation,2023-12-30,734,738,9710.43,6490.82,,11.95,2,0,0,12.3,,4,Stage 1
7940,term,South,auto,2023-11-15,695,684,6777.45,4572.22,,7.4,7,0,0,13.8,,-11,Stage 1
7941,term,West,home_improvement,2024-03-25,607,582,12605.25,10293.88,,9.08,26,0,0,9.4,,-25,Stage 1
7942,term,East,debt_consolidation,2021-08-07,809,805,24990.49,5725.76,,10.94,4,0,0,41.4,,-4,Stage 1
7943,revolving,East,home_improvement,2022-07-15,718,712,7658.46,4016.93,11893.09,6.72,3,0,0,30.0,0.338,-6,Stage 1
7944,term,South,debt_consolidation,2024-11-03,726,714,8527.61,8217.82,,11.63,2,0,0,2.0,,-12,Stage 1
7945,term,South,home_improvement,2023-06-11,757,790,20776.12,15588.05,,11.88,0,0,0,19.0,,33,Stage 1
7946,term,East,home_improvement,2024-05-02,581,564,36764.54,30430.08,,3.0,45,1,0,8.1,,-17,Stage 2
7947,term,West,home_improvement,2023-11-30,625,605,17664.5,13183.01,,10.07,23,0,0,13.3,,-20,Stage 1
7948,revolving,South,home_improvement,2022-08-20,729,725,3041.68,678.33,1282.76,12.1,1,0,0,28.8,0.529,-4,Stage 1
7949,revolving,North,auto,2021-12-09,631,608,22555.41,9672.08,24380.45,7.85,27,0,1,37.3,0.397,-23,Stage 1
7950,term,East,debt_consolidation,2022-05-18,663,651,41855.35,4185.53,,10.62,9,0,0,32.0,,-12,Stage 1
7951,revolving,South,home_improvement,2022-03-26,675,665,11669.26,1166.93,2608.76,5.03,8,0,1,33.7,0.447,-10,Stage 1
7952,term,South,personal,2021-12-02,603,570,32875.97,6848.38,,4.25,34,0,0,37.5,,-33,Stage 2
7953,term,South,debt_consolidation,2021-01-04,658,638,10953.26,1095.33,,7.73,9,0,0,48.6,,-20,Stage 1
7954,term,East,debt_consolidation,2023-01-29,734,730,14119.25,4464.23,,6.07,1,0,0,23.4,,-4,Stage 1
7955,revolving,North,home_improvement,2022-06-01,723,718,31284.72,15306.55,38267.04,10.07,2,0,0,31.5,0.4,-5,Stage 1
7956,term,North,debt_consolidation,2024-06-03,746,737,9892.32,9142.82,,9.97,2,0,0,7.1,,-9,Stage 1
7957,term,East,personal,2024-03-19,740,729,37320.09,31809.01,,14.29,0,0,0,9.6,,-11,Stage 1
7958,revolving,South,personal,2021-08-26,704,698,7219.86,3794.44,6714.84,11.39,6,1,0,40.8,0.565,-6,Stage 2
7959,term,East,personal,2021-04-13,699,692,26007.65,2600.76,,7.21,8,1,0,45.3,,-7,Stage 2
7960,term,East,debt_consolidation,2024-04-13,695,678,11195.48,9658.19,,9.14,3,0,0,8.8,,-17,Stage 1
7961,revolving,South,debt_consolidation,2023-10-07,642,601,27086.82,21921.89,49259.17,9.65,19,0,0,15.1,0.445,-41,Stage 2
7962,term,East,home_improvement,2023-11-24,618,601,37273.3,22439.51,,10.58,28,0,1,13.5,,-17,Stage 1
7963,term,West,debt_consolidation,2022-06-02,638,626,15351.61,10293.14,,3.0,13,0,0,31.5,,-12,Stage 1
7964,term,North,debt_consolidation,2022-03-16,660,649,7611.24,761.12,,7.64,10,0,0,34.1,,-11,Stage 1
7965,term,West,home_improvement,2024-08-01,640,637,6869.16,6056.68,,12.13,16,0,0,5.1,,-3,Stage 1
7966,term,West,personal,2021-08-13,704,700,6561.74,937.31,,10.18,3,0,0,41.2,,-4,Stage 1
7967,term,West,home_improvement,2022-07-19,692,681,12619.88,4004.45,,9.12,2,0,0,29.9,,-11,Stage 1
7968,term,East,auto,2024-07-04,698,676,2906.42,2400.72,,7.44,6,0,1,6.0,,-22,Stage 1
7969,term,South,debt_consolidation,2023-12-19,701,688,6973.91,5924.66,,8.61,2,0,0,12.6,,-13,Stage 1
7970,revolving,East,debt_consolidation,2021-09-03,751,744,12166.59,1216.66,2849.2,9.12,1,0,0,40.5,0.427,-7,Stage 1
7971,revolving,North,auto,2024-05-22,679,666,29145.95,24992.4,55537.2,6.27,4,0,0,7.5,0.45,-13,Stage 1
7972,term,East,auto,2023-07-17,740,721,21232.07,11079.1,,9.8,2,0,0,17.8,,-19,Stage 1
7973,term,East,auto,2023-08-11,710,705,45767.78,31146.74,,9.21,4,0,0,17.0,,-5,Stage 1
7974,revolving,East,home_improvement,2023-03-30,747,735,7328.63,4465.13,7531.57,7.75,1,0,0,21.4,0.593,-12,Stage 1
7975,term,East,personal,2021-08-04,776,777,12428.67,1242.87,,7.74,4,0,0,41.5,,1,Stage 1
7976,term,West,home_improvement,2024-11-27,714,699,4286.27,4156.45,,5.26,1,0,0,1.2,,-15,Stage 1
7977,revolving,South,auto,2021-10-10,686,671,9781.3,4234.59,9058.76,12.33,8,0,0,39.3,0.467,-15,Stage 1
7978,revolving,North,home_improvement,2022-07-27,685,662,3830.46,1632.23,3533.3,10.49,7,0,0,29.6,0.462,-23,Stage 1
7979,revolving,North,debt_consolidation,2024-05-23,651,624,18815.69,15431.09,28547.57,9.86,15,0,0,7.4,0.541,-27,Stage 1
7980,revolving,North,home_improvement,2022-01-17,649,635,14192.66,6654.03,15188.0,10.61,10,0,0,36.0,0.438,-14,Stage 1
7981,term,East,auto,2023-12-05,734,736,9122.72,6195.72,,3.0,3,0,0,13.1,,2,Stage 1
7982,term,North,debt_consolidation,2021-06-21,622,599,14779.57,1477.96,,14.09,28,0,0,43.0,,-23,Stage 1
7983,term,West,personal,2024-05-29,776,786,16234.95,13203.56,,3.0,4,0,0,7.2,,10,Stage 1
7984,term,South,home_improvement,2024-11-09,670,664,10970.68,10742.94,,11.67,12,0,0,1.8,,-6,Stage 1
7985,term,East,home_improvement,2024-01-24,850,850,16654.09,13420.67,,9.28,14,0,0,11.4,,0,Stage 1
7986,revolving,East,auto,2021-02-13,638,608,22186.61,2218.66,6214.16,5.81,21,0,0,47.3,0.357,-30,Stage 2
7987,revolving,West,personal,2021-08-16,695,685,6903.29,690.33,1071.94,9.31,7,0,0,41.1,0.644,-10,Stage 1
7988,term,North,debt_consolidation,2022-07-28,658,644,33924.63,7845.47,,10.46,20,0,0,29.6,,-14,Stage 1
7989,revolving,East,auto,2021-11-13,632,616,14047.29,1404.73,2382.09,7.49,18,0,1,38.2,0.59,-16,Stage 1
7990,revolving,East,auto,2023-01-01,743,733,4547.13,1503.47,2467.76,12.6,0,0,0,24.4,0.609,-10,Stage 1
7991,term,West,home_improvement,2024-09-20,613,582,33887.88,31045.39,,4.47,33,0,0,3.4,,-31,Stage 2
7992,term,West,personal,2022-08-24,639,602,3429.72,1305.98,,5.81,19,0,0,28.7,,-37,Stage 2
7993,term,North,auto,2022-09-16,715,706,16686.51,6119.51,,5.2,2,0,0,27.9,,-9,Stage 1
7994,term,South,home_improvement,2022-04-12,724,714,6645.42,2298.56,,4.7,1,0,0,33.2,,-10,Stage 1
7995,term,South,debt_consolidation,2021-10-24,596,582,5389.6,2730.07,,9.5,43,0,1,38.8,,-14,Stage 2
7996,term,North,auto,2022-06-29,714,694,11132.52,6202.63,,13.81,2,0,0,30.6,,-20,Stage 1
7997,term,South,debt_consolidation,2022-05-04,687,673,9716.87,5773.22,,11.55,4,0,0,32.4,,-14,Stage 1
7998,term,West,debt_consolidation,2023-10-17,624,591,32974.18,20526.62,,8.08,26,0,1,14.7,,-33,Stage 2
7999,revolving,West,home_improvement,2021-08-03,632,627,27784.97,5779.06,10307.05,13.17,17,0,0,41.6,0.561,-5,Stage 1
8000,term,West,personal,2023-10-23,557,522,3641.44,2704.7,,12.09,52,0,1,14.5,,-35,Stage 2
8001,revolving,South,debt_consolidation,2022-10-23,783,768,30523.61,18228.57,28220.07,6.99,3,0,0,26.7,0.646,-15,Stage 1
8002,term,South,auto,2022-10-16,740,734,2421.43,1592.79,,8.12,0,0,0,26.9,,-6,Stage 1
8003,term,East,personal,2023-03-13,602,579,36145.09,21442.99,,9.87,36,0,0,22.0,,-23,Stage 2
8004,revolving,East,personal,2024-05-15,727,712,22986.97,20103.45,48786.94,6.65,2,0,0,7.7,0.412,-15,Stage 1
8005,term,East,home_improvement,2021-12-07,645,625,16460.98,7865.35,,6.03,18,0,0,37.4,,-20,Stage 1
8006,term,South,auto,2022-12-05,734,716,21973.24,13727.63,,11.21,2,0,0,25.3,,-18,Stage 1
8007,revolving,East,auto,2022-02-11,650,626,1131.02,113.1,305.95,11.91,7,0,1,35.2,0.37,-24,Stage 1
8008,term,West,home_improvement,2023-05-03,658,635,10082.45,6664.38,,5.94,13,0,0,20.3,,-23,Stage 1
8009,term,South,home_improvement,2021-11-02,662,672,12567.72,1256.77,,10.09,11,0,1,38.5,,10,Stage 1
8010,term,North,personal,2023-05-24,640,631,28466.61,13003.63,,10.04,21,0,0,19.6,,-9,Stage 1
8011,revolving,South,debt_consolidation,2022-05-10,763,759,25321.34,7244.36,18519.65,5.69,1,0,0,32.2,0.391,-4,Stage 1
8012,term,East,debt_consolidation,2024-07-08,733,724,15728.06,13157.17,,9.97,0,0,0,5.9,,-9,Stage 1
8013,term,South,debt_consolidation,2022-08-01,686,684,4094.02,661.12,,10.55,6,0,0,29.5,,-2,Stage 1
8014,term,East,debt_consolidation,2024-10-19,741,746,16007.81,15436.24,,10.69,1,0,0,2.5,,5,Stage 1
8015,term,East,auto,2022-06-25,582,551,15009.32,2608.83,,8.12,52,0,0,30.7,,-31,Stage 2
8016,revolving,North,auto,2023-02-07,606,605,25505.28,8197.75,21630.84,9.86,33,0,0,23.1,0.379,-1,Stage 2
8017,term,North,home_improvement,2023-06-15,708,693,12326.53,7583.9,,9.51,2,0,0,18.9,,-15,Stage 1
8018,term,West,home_improvement,2022-03-31,724,712,25906.83,2590.68,,9.21,2,0,0,33.6,,-12,Stage 1
8019,term,East,debt_consolidation,2024-03-13,696,689,13306.9,10400.55,,11.6,4,0,0,9.8,,-7,Stage 1
8020,revolving,South,home_improvement,2024-04-30,567,538,11153.69,8718.9,18169.18,6.07,50,1,1,8.2,0.48,-29,Stage 2
8021,term,North,auto,2024-10-08,616,587,13974.74,13402.69,,6.4,24,0,0,2.8,,-29,Stage 1
8022,revolving,North,debt_consolidation,2021-10-26,704,689,6953.94,3147.23,5350.45,5.75,4,0,0,38.8,0.588,-15,Stage 1
8023,revolving,East,debt_consolidation,2022-03-03,825,823,9983.43,998.34,2269.76,11.91,16,0,0,34.5,0.44,-2,Stage 1
8024,term,South,auto,2022-12-17,753,749,21722.33,8357.95,,8.89,0,0,0,24.9,,-4,Stage 1
8025,term,North,personal,2023-01-27,774,770,13008.17,4539.42,,7.07,1,0,0,23.5,,-4,Stage 1
8026,term,North,debt_consolidation,2021-01-31,700,692,11282.0,5609.5,,12.74,1,0,0,47.7,,-8,Stage 1
8027,revolving,South,home_improvement,2021-11-28,699,689,2255.94,348.78,604.21,8.23,4,0,0,37.7,0.577,-10,Stage 1
8028,term,North,personal,2024-12-05,617,585,9608.05,9427.45,,3.0,28,0,1,0.9,,-32,Stage 2
