loan_id,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage,LGD,EAD,balance_to_original_ratio,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,PD_12month,years_remaining,PD_lifetime,PD_used,ECL
9630,2022-04-10,709,693,13104.19,7157.25,,3.11,1,0,0,33.2,,-16,Stage 1,0.843,7157.25,0.546,0,0,True,True,False,False,True,False,False,0.25437522384610106,2.233333333333333,0.4808469556605415,0.25437522384610106,1534.79
9631,2024-08-18,682,667,5344.82,4932.37,,5.78,17,0,0,4.5,,-15,Stage 1,0.656,4932.37,0.923,0,0,True,False,False,False,False,True,False,0.3056570288599875,4.625,0.8149538937407568,0.3056570288599875,988.99
9632,2022-01-29,788,791,30230.12,11386.58,,10.49,4,0,0,35.6,,3,Stage 1,0.625,11386.58,0.377,0,0,True,False,False,True,False,True,False,0.07413389878036336,2.033333333333333,0.1449700912041637,0.07413389878036336,527.58
9633,2023-10-18,836,834,5201.62,4047.29,,3.3,10,0,0,14.7,,-2,Stage 1,0.663,4047.29,0.778,0,0,True,False,False,True,False,True,False,0.03061653683677972,3.7750000000000004,0.11075605736018346,0.03061653683677972,82.15
9634,2022-10-22,652,653,6079.59,4022.67,,10.98,11,0,1,26.7,,1,Stage 1,0.663,4022.67,0.662,0,0,True,False,False,True,False,True,False,0.48601357338924067,2.775,0.8422785251517602,0.48601357338924067,1296.21
9635,2023-07-01,630,604,23646.88,14803.22,,8.09,24,0,0,18.3,,-26,Stage 1,0.866,14803.22,0.626,0,0,True,False,False,True,False,False,True,0.5874838759371115,3.4749999999999996,0.9539046383512333,0.5874838759371115,7531.3
9636,2024-07-06,747,749,13541.56,11818.65,,7.99,2,0,0,6.0,,2,Stage 1,0.874,11818.65,0.873,0,0,True,False,True,False,False,False,True,0.13605831780770763,4.5,0.4821786832729561,0.13605831780770763,1405.41
9637,2022-06-14,700,673,13205.77,6325.73,16560.36,14.83,3,0,0,31.1,0.382,-27,Stage 1,0.897,11443.04,0.479,0,0,False,False,False,False,False,False,True,0.23569378171790614,2.408333333333333,0.4765575122352185,0.23569378171790614,2419.26
9638,2024-04-25,748,762,7517.49,5800.45,,14.36,1,0,0,8.4,,14,Stage 1,0.901,5800.45,0.772,0,0,True,False,False,True,False,False,True,0.13752866347295345,4.3,0.4706997689806024,0.13752866347295345,718.75
9639,2024-05-20,703,698,11575.09,9208.67,,6.98,5,0,0,7.5,,-5,Stage 1,0.834,9208.67,0.796,0,0,True,False,False,True,True,False,False,0.26089726054480145,4.375,0.7335697376657092,0.26089726054480145,2003.7
9640,2023-11-25,668,649,53854.74,32469.35,,11.32,10,1,0,13.4,,-19,Stage 2,0.402,32469.35,0.603,0,0,True,False,False,True,False,False,False,0.4913498388420628,3.8833333333333333,0.9275684397166829,0.9275684397166829,12107.25
9641,2024-03-16,668,655,16960.61,13559.66,,9.11,8,0,0,9.7,,-13,Stage 1,0.869,13559.66,0.799,0,0,True,False,False,True,False,False,True,0.3934881735436127,4.191666666666666,0.8770482761792768,0.3934881735436127,4636.61
9642,2024-07-29,705,698,4848.2,4259.54,,11.57,3,0,0,5.2,,-7,Stage 1,0.462,4259.54,0.879,0,0,True,True,False,False,False,False,False,0.29949240080174144,4.566666666666666,0.8031877985213608,0.29949240080174144,589.37
9643,2024-06-26,667,652,34313.58,27926.99,,7.83,13,0,0,6.3,,-15,Stage 1,0.603,27926.99,0.814,0,0,True,False,False,True,False,True,False,0.43397514348313954,4.475,0.9216680609651655,0.43397514348313954,7308.13
9644,2021-02-26,753,745,8991.72,899.17,,5.0,0,0,0,46.8,,-8,Stage 1,0.893,899.17,0.1,0,0,True,False,False,True,True,False,False,0.1241733007260256,1.1,0.1357089845437982,0.1241733007260256,99.71
9645,2024-08-21,601,563,36791.82,32581.29,,8.87,36,0,0,4.4,,-38,Stage 2,0.802,32581.29,0.886,0,1,True,False,False,True,True,False,False,0.7701267917692054,4.633333333333333,0.9988995692408031,0.9988995692408031,26101.44
9646,2022-06-06,752,763,14656.83,2302.72,,11.43,1,0,0,31.3,,11,Stage 1,0.478,2302.72,0.157,0,0,True,True,False,False,False,False,False,0.17375207568174708,2.3916666666666666,0.3664868087608185,0.17375207568174708,191.25
9647,2021-12-27,567,539,7481.42,1365.3,2882.26,8.59,48,0,0,36.7,0.474,-28,Stage 2,0.487,2123.78,0.182,0,0,False,False,True,False,False,False,False,0.876540591052806,1.9416666666666664,0.9827796168965925,0.9827796168965925,1016.47
9648,2024-06-14,688,667,9659.11,7869.17,,11.48,7,0,0,6.7,,-21,Stage 1,0.439,7869.17,0.815,0,0,True,True,False,False,False,False,False,0.365927248260071,4.441666666666666,0.8678193772840809,0.365927248260071,1264.12
9649,2021-08-22,660,640,17775.36,1777.54,,12.82,13,0,0,40.9,,-20,Stage 1,0.883,1777.54,0.1,0,0,True,False,False,True,True,False,False,0.4352085559574379,1.5916666666666668,0.597200823936303,0.4352085559574379,683.09
9650,2021-08-11,589,574,7355.65,735.56,,12.54,48,0,1,41.3,,-15,Stage 2,0.945,735.56,0.1,0,0,True,False,True,False,False,False,True,0.8003492216831428,1.5583333333333336,0.9187938376910985,0.9187938376910985,638.66
9651,2021-11-23,556,537,19234.19,6902.64,,10.41,51,0,0,37.8,,-19,Stage 2,0.844,6902.64,0.359,0,0,True,False,False,True,True,False,False,0.8857192299769461,1.85,0.9819178385631793,0.9819178385631793,5720.48
9652,2024-01-27,614,588,41633.14,32238.87,,5.04,25,1,0,11.3,,-26,Stage 2,0.852,32238.87,0.774,0,0,True,False,True,False,False,False,True,0.6988445381610885,4.058333333333334,0.9923306403718238,0.9923306403718238,27256.86
9653,2024-06-03,682,662,15639.98,14527.55,,3.08,8,0,0,7.1,,-20,Stage 1,0.617,14527.55,0.929,0,0,True,False,False,True,False,True,False,0.3214280701445699,4.408333333333333,0.8190250145639236,0.3214280701445699,2881.12
9654,2023-04-16,643,618,14827.08,5741.1,,10.77,24,0,0,20.9,,-25,Stage 1,0.901,5741.1,0.387,0,0,True,False,False,True,False,False,True,0.5136024590802424,3.2583333333333337,0.9044757692064402,0.5136024590802424,2656.73
9655,2022-05-04,617,604,16534.47,7606.97,,11.34,23,0,0,32.4,,-13,Stage 1,0.441,7606.97,0.46,0,0,True,False,True,False,False,False,False,0.7080559488750037,2.3000000000000003,0.9410899828225434,0.7080559488750037,2375.3
9656,2022-04-23,761,770,20198.49,6645.87,,9.03,4,0,0,32.8,,9,Stage 1,0.896,6645.87,0.329,0,0,True,False,True,False,False,False,True,0.1162983817377733,2.266666666666667,0.24439850710060929,0.1162983817377733,692.52
9657,2023-09-12,606,579,10151.97,5838.43,8890.63,9.79,36,0,0,15.9,0.657,-27,Stage 2,0.9,7364.53,0.575,0,0,False,False,False,True,False,False,True,0.7053235768646182,3.675,0.9887838371347034,0.9887838371347034,6553.74
9658,2024-09-19,720,717,7860.66,7494.88,,8.72,2,0,0,3.5,,-3,Stage 1,0.841,7494.88,0.953,0,0,True,True,False,False,True,False,False,0.22027544169204644,4.708333333333333,0.6900988332215456,0.22027544169204644,1388.44
9659,2023-03-03,626,601,18461.82,6871.78,,9.21,18,0,0,22.3,,-25,Stage 1,0.444,6871.78,0.372,0,0,True,True,False,False,False,False,False,0.6585128412945415,3.1416666666666666,0.9658006513480784,0.6585128412945415,2009.17
9660,2022-05-27,612,574,15910.86,9162.83,25152.9,10.14,27,0,0,31.7,0.364,-38,Stage 2,0.634,17157.87,0.576,0,1,False,True,False,False,False,True,False,0.7067175492449184,2.3583333333333334,0.9445778974484638,0.9445778974484638,10275.2
9661,2023-10-10,643,629,2788.87,2279.53,,11.71,12,0,1,15.0,,-14,Stage 1,0.928,2279.53,0.817,0,0,True,True,False,False,False,False,True,0.5244164998189281,3.75,0.9383972044872723,0.5244164998189281,1109.35
9662,2022-01-17,717,705,30650.35,3890.11,,9.34,4,0,1,36.0,,-12,Stage 1,0.664,3890.11,0.127,0,0,True,False,True,False,False,True,False,0.1883272282203864,2.0,0.3411873115515993,0.1883272282203864,486.46
9663,2024-12-17,597,570,17902.92,17579.47,,9.05,24,0,1,0.5,,-27,Stage 1,0.412,17579.47,0.982,0,0,True,False,True,False,False,False,False,0.7633718473262389,4.958333333333333,0.9992122060660491,0.7633718473262389,5528.91
9664,2024-10-03,697,692,8430.33,7996.31,,8.57,1,0,0,3.0,,-5,Stage 1,0.889,7996.31,0.949,0,0,True,True,False,False,False,False,True,0.28328020507540863,4.75,0.7944537079389974,0.28328020507540863,2013.76
9665,2024-03-22,622,586,3629.68,2972.26,,9.69,15,1,0,9.5,,-36,Stage 2,0.872,2972.26,0.819,0,1,True,False,False,False,True,False,False,0.576295397194788,4.208333333333333,0.973050075239759,0.973050075239759,2521.96
9666,2022-03-28,633,591,16000.18,6021.46,11819.07,3.0,20,0,0,33.7,0.509,-42,Stage 2,0.649,8920.26,0.376,0,1,False,False,False,False,False,True,False,0.5322378392655075,2.1916666666666664,0.8108505937845424,0.8108505937845424,4694.22
9667,2024-08-06,704,696,42355.41,39988.31,,11.74,2,0,0,4.9,,-8,Stage 1,0.801,39988.31,0.944,0,0,True,False,False,False,True,False,False,0.29474485677288964,4.591666666666667,0.7987867450789468,0.29474485677288964,9440.87
9668,2024-02-17,810,829,11914.13,10544.11,,8.43,2,0,0,10.6,,19,Stage 1,0.629,10544.11,0.885,0,0,True,False,False,True,False,True,False,0.05328594710518897,4.116666666666667,0.20182003111734104,0.05328594710518897,353.41
9669,2021-08-02,625,612,9506.54,2245.53,5723.11,6.65,25,0,1,41.6,0.392,-13,Stage 1,0.478,3984.32,0.236,0,0,False,True,False,False,False,False,False,0.7139820159869436,1.5333333333333332,0.8532865972564253,0.7139820159869436,1359.78
9670,2022-07-19,723,706,2495.42,1609.84,3422.27,13.13,2,1,0,29.9,0.47,-17,Stage 2,0.935,2516.05,0.645,0,0,False,False,False,True,False,False,True,0.19330000806848158,2.5083333333333333,0.4165512255439565,0.4165512255439565,979.94
9671,2023-01-02,661,646,18608.4,11977.35,,8.18,16,0,0,24.3,,-15,Stage 1,0.624,11977.35,0.644,0,0,True,False,True,False,False,True,False,0.4449702233394882,2.975,0.8264834347533915,0.4449702233394882,3325.65
9672,2022-03-15,651,637,10124.09,1012.41,,5.86,15,0,0,34.1,,-14,Stage 1,0.891,1012.41,0.1,0,0,True,False,True,False,True,False,False,0.4853015949230003,2.158333333333333,0.7615294013997176,0.4853015949230003,437.77
9673,2023-01-25,744,743,8583.91,5513.68,,11.23,2,0,0,23.6,,-1,Stage 1,0.652,5513.68,0.642,0,0,True,False,False,False,False,True,False,0.12942272055845866,3.033333333333333,0.3432265872431104,0.12942272055845866,465.26
9674,2022-09-21,629,601,7800.34,1639.08,,7.57,21,1,0,27.8,,-28,Stage 2,0.684,1639.08,0.21,0,0,True,False,False,False,False,True,False,0.5486577469645452,2.683333333333333,0.8817164328790901,0.8817164328790901,988.52
9675,2023-06-22,610,580,11779.91,7646.16,,7.87,28,0,0,18.6,,-30,Stage 2,0.64,7646.16,0.649,0,0,True,False,True,False,False,True,False,0.661010667355906,3.45,0.9760590262558475,0.9760590262558475,4776.39
9676,2023-12-02,707,673,19268.87,13749.72,,11.57,3,0,0,13.2,,-34,Stage 2,0.619,13749.72,0.714,0,1,True,False,False,False,False,True,False,0.20926431038777207,3.9000000000000004,0.5997583964571912,0.5997583964571912,5104.59
9677,2022-01-30,775,775,12975.05,6267.94,12563.55,11.95,2,0,0,35.6,0.499,0,Stage 1,0.648,9415.74,0.483,0,0,False,False,False,False,False,True,False,0.08576721774053409,2.033333333333333,0.1666729621181986,0.08576721774053409,523.3
9678,2021-09-04,724,723,8741.21,5067.31,,4.96,2,0,0,40.5,,-1,Stage 1,0.656,5067.31,0.58,0,0,True,False,True,False,False,True,False,0.19636436980538338,1.625,0.29899490711647825,0.19636436980538338,652.75
9679,2023-06-24,595,579,29832.57,19329.21,,8.76,24,0,0,18.6,,-16,Stage 1,0.81,19329.21,0.648,0,0,True,False,False,True,True,False,False,0.7580370703416202,3.45,0.9925194508945617,0.7580370703416202,11868.33
9680,2024-08-07,643,612,18209.73,16185.59,,4.65,20,0,0,4.9,,-31,Stage 2,0.614,16185.59,0.889,0,1,True,False,False,False,False,True,False,0.4992926084528901,4.591666666666667,0.9582564020823263,0.9582564020823263,9523.11
9681,2021-09-05,738,730,10218.29,4487.82,,7.71,0,0,0,40.5,,-8,Stage 1,0.66,4487.82,0.439,0,0,True,False,False,True,False,True,False,0.15070787563449817,1.625,0.23313700333366294,0.15070787563449817,446.39
9682,2022-08-22,774,771,7180.09,1326.49,,6.63,2,0,0,28.8,,-3,Stage 1,0.688,1326.49,0.185,0,0,True,False,False,False,False,True,False,0.07629731264087135,2.6,0.18645095699660663,0.07629731264087135,69.63
9683,2023-05-15,693,671,6450.64,4683.29,,12.16,3,0,0,19.9,,-22,Stage 1,0.908,4683.29,0.726,0,0,True,True,False,False,False,False,True,0.2895300414816775,3.341666666666667,0.6809084691586146,0.2895300414816775,1231.21
9684,2021-03-25,645,636,2955.7,295.57,810.54,5.72,20,0,0,45.9,0.365,-9,Stage 1,0.499,553.06,0.1,0,0,False,False,False,True,False,False,False,0.6056157297331203,1.1750000000000003,0.6648760143440411,0.6056157297331203,167.14
9685,2023-02-12,778,776,14315.45,7208.81,,10.63,1,1,0,23.0,,-2,Stage 2,0.443,7208.81,0.504,0,0,True,False,False,True,False,False,False,0.10447459980439525,3.083333333333333,0.28839298986084705,0.28839298986084705,920.98
9686,2024-05-29,675,654,21930.16,20157.35,,8.11,13,0,0,7.2,,-21,Stage 1,0.409,20157.35,0.919,0,0,True,False,False,False,False,False,False,0.4126049247934249,4.4,0.903773802485724,0.4126049247934249,3401.66
9687,2021-02-20,643,635,2793.54,286.71,,4.21,18,0,0,47.0,,-8,Stage 1,0.899,286.71,0.103,0,0,True,False,False,True,True,False,False,0.5565683991916497,1.0833333333333335,0.5856231104107279,0.5565683991916497,143.46
9688,2022-07-04,633,618,24246.93,14922.28,,6.53,24,1,1,30.4,,-15,Stage 2,0.816,14922.28,0.615,0,0,True,True,False,False,True,False,False,0.6545489927524103,2.466666666666667,0.9273303152498525,0.9273303152498525,11291.71
9689,2023-02-10,608,577,22867.47,13841.78,,5.11,37,0,0,23.0,,-31,Stage 2,0.819,13841.78,0.605,0,1,True,False,True,False,True,False,False,0.7274206168315831,3.083333333333333,0.9818265758123315,0.9818265758123315,11130.4
9690,2023-09-08,850,840,63692.93,42993.07,65887.46,6.54,18,0,0,16.0,0.653,-10,Stage 1,0.6,54440.26,0.675,0,0,False,True,False,False,False,True,False,0.0401834356517735,3.666666666666667,0.13962017976765295,0.0401834356517735,1312.56
9691,2024-04-25,765,754,7876.35,6766.58,14995.03,5.97,2,0,0,8.4,0.451,-11,Stage 1,0.445,10880.8,0.859,0,0,False,False,True,False,False,False,False,0.11733897850999436,4.3,0.4153257349388073,0.11733897850999436,568.15
9692,2024-05-31,640,621,1005.57,896.29,,8.01,22,1,1,7.2,,-19,Stage 2,0.693,896.29,0.891,0,0,True,True,False,False,False,True,False,0.5505655245424362,4.4,0.970369970273544,0.970369970273544,602.72
9693,2022-04-10,783,777,15103.78,5545.66,,11.88,2,0,0,33.2,,-6,Stage 1,0.902,5545.66,0.367,0,0,True,True,False,False,False,False,True,0.08373366773728454,2.233333333333333,0.17741296296691123,0.08373366773728454,418.85
9694,2022-02-23,711,688,7211.15,1611.46,4530.97,6.45,8,0,0,34.8,0.356,-23,Stage 1,0.485,3071.22,0.223,0,0,False,False,False,True,False,False,False,0.26635965542289425,2.1,0.4781871941289678,0.26635965542289425,396.75
9695,2021-03-28,708,694,20320.65,2032.06,,5.6,5,0,0,45.8,,-14,Stage 1,0.931,2032.06,0.1,0,0,True,True,False,False,False,False,True,0.2476228711871227,1.1833333333333336,0.28586205564911726,0.2476228711871227,468.46
9696,2021-09-16,636,598,12928.18,1755.48,,7.19,29,0,0,40.1,,-38,Stage 2,0.933,1755.48,0.136,0,1,True,False,False,False,False,False,True,0.5376373214004725,1.6583333333333332,0.7217534667742221,0.7217534667742221,1182.13
9697,2024-04-19,649,636,33302.5,29014.77,,8.09,21,0,0,8.6,,-13,Stage 1,0.603,29014.77,0.871,0,0,True,False,False,False,False,True,False,0.5220608207303585,4.283333333333333,0.9576702100602064,0.5220608207303585,9133.93
9698,2021-11-07,677,683,8038.18,803.82,1518.3,6.66,12,0,0,38.4,0.529,6,Stage 1,0.494,1161.06,0.1,0,0,False,False,False,False,False,False,False,0.4312928377254352,1.8000000000000003,0.6379240690464459,0.4312928377254352,247.37
9699,2021-06-22,562,537,4526.45,1893.55,,5.12,60,1,1,43.0,,-25,Stage 2,0.932,1893.55,0.418,0,0,True,False,False,False,False,False,True,0.8692442646112402,1.4166666666666665,0.9439830585570643,0.9439830585570643,1665.93
9700,2024-09-07,650,644,29164.52,27469.27,55934.21,11.26,12,1,0,3.9,0.491,-6,Stage 2,0.403,41701.74,0.942,0,0,False,False,False,True,False,False,False,0.60834472209242,4.675,0.9875024143290737,0.9875024143290737,16595.77
9701,2024-09-25,680,659,40135.99,38539.72,85705.24,10.73,7,0,0,3.3,0.45,-21,Stage 1,0.851,62122.48,0.96,0,0,False,False,False,False,False,False,True,0.37680789737259157,4.725,0.8929495069720871,0.37680789737259157,19920.41
9702,2024-06-22,758,750,2064.1,1768.03,,8.7,1,0,0,6.4,,-8,Stage 1,0.933,1768.03,0.857,0,0,True,True,False,False,False,False,True,0.11005992592577057,4.466666666666667,0.40596585290077614,0.11005992592577057,181.55
9703,2023-07-29,643,611,46846.04,36214.49,83341.34,13.53,20,0,0,17.4,0.435,-32,Stage 2,0.601,59777.91,0.773,0,1,False,False,False,False,False,True,False,0.5709504237781131,3.55,0.9504091508774684,0.9504091508774684,34144.9
9704,2022-05-20,728,725,12831.55,7806.91,12020.32,16.42,3,0,0,31.9,0.649,-3,Stage 1,0.44,9913.62,0.608,0,0,False,False,False,True,False,False,False,0.236544803845281,2.341666666666667,0.468481777199536,0.236544803845281,1031.81
9705,2021-11-25,556,535,22396.54,2239.65,,12.98,45,0,0,37.8,,-21,Stage 2,0.678,2239.65,0.1,0,0,True,False,True,False,False,True,False,0.8618037663939841,1.85,0.9743008959429041,0.9743008959429041,1479.46
9706,2021-07-15,750,738,29829.11,2982.91,,3.0,1,0,0,42.2,,-12,Stage 1,0.671,2982.91,0.1,0,0,True,True,False,False,False,True,False,0.12309448160233277,1.483333333333333,0.17703760392135404,0.12309448160233277,246.38
9707,2021-03-03,625,605,6875.0,687.5,,9.94,21,1,0,46.7,,-20,Stage 2,0.695,687.5,0.1,0,0,True,True,False,False,False,True,False,0.6482898987589673,1.108333333333333,0.6859335592645015,0.6859335592645015,327.75
9708,2023-11-15,687,658,24387.94,17232.44,,6.65,15,0,0,13.8,,-29,Stage 1,0.612,17232.44,0.707,0,0,True,False,False,True,False,True,False,0.3143996639094447,3.8499999999999996,0.7661844267116378,0.3143996639094447,3315.74
9709,2022-07-16,704,691,16211.27,8845.31,,7.93,10,0,0,30.0,,-13,Stage 1,0.635,8845.31,0.546,0,0,True,False,True,False,False,True,False,0.25847076977468536,2.5,0.5264992320302546,0.25847076977468536,1451.77
9710,2024-11-02,692,670,18354.31,17446.55,,4.19,8,0,0,2.0,,-22,Stage 1,0.862,17446.55,0.951,0,0,True,False,False,False,False,False,True,0.2672840922819427,4.833333333333333,0.7775723199365305,0.2672840922819427,4019.67
9711,2023-06-16,673,658,11079.67,7009.51,,9.79,15,0,1,18.8,,-15,Stage 1,0.444,7009.51,0.633,0,0,True,False,True,False,False,False,False,0.43597703940436966,3.4333333333333336,0.860002926280232,0.43597703940436966,1356.86
9712,2024-08-11,605,586,18859.66,17101.14,38918.05,14.19,38,0,1,4.8,0.439,-19,Stage 2,0.413,28009.6,0.907,0,0,False,True,False,False,False,False,False,0.8041412903861754,4.6,0.9994467297874493,0.9994467297874493,11561.56
9713,2023-12-12,626,594,16380.06,13459.55,,8.8,25,0,0,12.9,,-32,Stage 2,0.619,13459.55,0.822,0,1,True,True,False,False,False,True,False,0.640771319746247,3.925,0.9820182818612982,0.9820182818612982,8181.65
9714,2023-04-24,739,718,11657.12,5643.79,,12.05,1,0,0,20.6,,-21,Stage 1,0.451,5643.79,0.484,0,0,True,True,False,False,False,False,False,0.1817495686160323,3.283333333333333,0.4824211781770186,0.1817495686160323,462.62
9715,2021-02-09,644,623,13914.06,1391.41,,10.03,21,0,0,47.4,,-21,Stage 1,0.937,1391.41,0.1,0,0,True,False,True,False,False,False,True,0.5197135481609296,1.0500000000000003,0.537006010830465,0.5197135481609296,677.58
9716,2022-12-29,673,657,24325.02,13413.58,,11.29,8,0,0,24.5,,-16,Stage 1,0.62,13413.58,0.551,0,0,True,False,False,False,False,True,False,0.3509660920028786,2.9583333333333335,0.7216287677035118,0.3509660920028786,2918.78
9717,2022-04-02,590,562,7345.35,3856.32,,3.0,29,1,0,33.5,,-28,Stage 2,0.864,3856.32,0.525,0,0,True,True,False,False,True,False,False,0.7857999991164045,2.2083333333333335,0.9667167041184082,0.9667167041184082,3220.97
9718,2023-05-28,731,710,14241.34,10694.28,,10.29,0,0,0,19.5,,-21,Stage 1,0.828,10694.28,0.751,0,0,True,False,False,True,True,False,False,0.16457305798552865,3.375,0.4549440191208488,0.16457305798552865,1457.27
9719,2023-02-27,600,562,16838.82,12117.92,,11.55,28,0,0,22.5,,-38,Stage 2,0.873,12117.92,0.72,0,1,True,False,False,False,False,False,True,0.7017965397864966,3.125,0.977204342650427,0.977204342650427,10337.79
9720,2021-01-02,734,729,8541.9,1659.65,3484.85,14.11,3,0,0,48.7,0.476,-5,Stage 1,0.934,2572.25,0.194,0,0,False,True,False,False,False,False,True,0.1972478044313981,1.0,0.1972478044313981,0.1972478044313981,473.88
9721,2024-02-04,616,574,22030.13,15728.99,31501.82,4.68,30,0,0,11.1,0.499,-42,Stage 2,0.815,23615.4,0.714,0,1,False,False,False,False,True,False,False,0.652897461566812,4.075,0.986591953936612,0.986591953936612,18988.49
9722,2021-08-04,740,721,12507.36,1250.74,,13.92,1,0,0,41.5,,-19,Stage 1,0.689,1250.74,0.1,0,0,True,False,False,True,False,True,False,0.1354729516265057,1.5416666666666665,0.20102414947967184,0.1354729516265057,116.75
9723,2023-02-16,680,682,6280.9,2547.22,6232.8,8.01,9,1,0,22.8,0.409,2,Stage 2,0.925,4390.01,0.406,0,0,False,False,True,False,False,False,True,0.37552819999431,3.0999999999999996,0.7676783001002246,0.7676783001002246,3117.36
9724,2022-11-10,646,621,11416.32,6176.21,9851.49,9.57,18,0,0,26.1,0.627,-25,Stage 1,0.848,8013.85,0.541,0,0,False,True,False,False,True,False,False,0.5508298994037286,2.8249999999999997,0.8957537068125049,0.5508298994037286,3743.3
9725,2022-02-18,776,759,14459.53,2996.62,,11.83,6,0,0,34.9,,-17,Stage 1,0.671,2996.62,0.207,0,0,True,False,False,True,False,True,False,0.0791210784942938,2.091666666666667,0.15836530543815297,0.0791210784942938,159.09
9726,2021-07-29,675,646,7647.85,3589.61,9173.27,11.78,12,0,0,41.7,0.391,-29,Stage 1,0.916,6381.44,0.469,0,0,False,True,False,False,False,False,True,0.39912543418464064,1.525,0.5401191477590879,0.39912543418464064,2333.05
9727,2023-12-18,658,652,17510.92,11938.94,26692.68,3.83,9,0,0,12.7,0.447,-6,Stage 1,0.424,19315.81,0.682,0,0,False,True,False,False,False,False,False,0.5438731733341965,3.9416666666666664,0.954686340714878,0.5438731733341965,4454.27
9728,2021-02-12,734,719,4160.19,416.02,,9.35,1,0,0,47.3,,-15,Stage 1,0.498,416.02,0.1,0,0,True,False,True,False,False,False,False,0.1926402416881931,1.0583333333333336,0.20265548150924506,0.1926402416881931,39.91
9729,2021-05-18,591,562,25174.36,3708.22,,5.82,40,0,0,44.1,,-29,Stage 2,0.465,3708.22,0.147,0,0,True,False,True,False,False,False,False,0.7953652625214639,1.3249999999999997,0.8778066278155874,0.8778066278155874,1513.62
9730,2022-09-30,528,488,2913.16,903.89,,9.16,69,0,0,27.5,,-40,Stage 2,0.693,903.89,0.31,0,1,True,False,False,False,False,True,False,0.9218005747085949,2.7083333333333335,0.998994397575127,0.998994397575127,625.77
9731,2022-04-14,749,728,15230.63,3053.94,,7.18,2,0,0,33.1,,-21,Stage 1,0.921,3053.94,0.201,0,0,True,False,False,True,False,False,True,0.11409114692281544,2.2416666666666667,0.2378090838933754,0.11409114692281544,320.9
9732,2022-12-27,629,592,11939.49,3740.85,8439.67,4.02,16,0,0,24.5,0.443,-37,Stage 2,0.865,6090.26,0.313,0,1,False,False,False,True,True,False,False,0.5760376170633739,2.9583333333333335,0.9210212962303921,0.9210212962303921,4852.01
9733,2024-11-13,731,727,4529.19,4382.22,,5.96,0,0,0,1.6,,-4,Stage 1,0.911,4382.22,0.968,0,0,True,False,True,False,False,False,True,0.1521979693870818,4.866666666666666,0.5522526729960493,0.1521979693870818,607.61
9734,2024-05-06,682,655,5197.89,4105.38,9789.93,10.68,7,0,0,8.0,0.419,-27,Stage 1,0.462,6947.66,0.79,0,0,False,True,False,False,False,False,False,0.38550780250444644,4.333333333333333,0.8787809296951327,0.38550780250444644,1237.41
9735,2021-07-21,610,608,10458.43,1045.84,1751.06,10.04,35,0,0,42.0,0.597,-2,Stage 2,0.491,1398.45,0.1,0,0,False,False,False,False,False,False,False,0.7552593907626421,1.5,0.8789237238581118,0.8789237238581118,603.5
9736,2021-07-11,716,691,26288.81,2628.88,,5.7,2,0,0,42.3,,-25,Stage 1,0.675,2628.88,0.1,0,0,True,False,True,False,False,True,False,0.17877097394179323,1.475,0.2521149891383718,0.17877097394179323,317.23
9737,2021-04-17,655,625,18677.42,7752.26,,7.28,18,1,0,45.2,,-30,Stage 2,0.84,7752.26,0.415,0,0,True,False,False,False,True,False,False,0.46346438327927186,1.233333333333333,0.5360139890644415,0.5360139890644415,3490.47
9738,2021-11-23,615,596,17471.68,6367.18,,9.74,30,1,0,37.8,,-19,Stage 2,0.647,6367.18,0.364,0,0,True,False,False,False,False,True,False,0.6589180926267587,1.85,0.8632936891992785,0.8632936891992785,3556.39
9739,2023-01-20,616,594,30848.45,20189.44,,9.87,23,1,0,23.7,,-22,Stage 2,0.809,20189.44,0.654,0,0,True,False,False,True,True,False,False,0.689432590840029,3.0250000000000004,0.9709081369692534,0.9709081369692534,15858.09
9740,2022-10-06,576,560,14430.7,9554.93,,11.03,34,0,0,27.3,,-16,Stage 2,0.882,9554.93,0.662,0,0,True,False,False,False,False,False,True,0.8022942484571502,2.725,0.9879315192316244,0.9879315192316244,8325.74
9741,2021-12-23,704,697,26491.67,6601.32,,9.69,8,0,0,36.8,,-7,Stage 1,0.646,6601.32,0.249,0,0,True,False,False,True,False,True,False,0.25178327904613884,1.9333333333333336,0.42924070657887436,0.25178327904613884,1073.72
9742,2022-08-18,623,612,14416.07,9009.62,,10.77,33,0,0,28.9,,-11,Stage 2,0.635,9009.62,0.625,0,0,True,True,False,False,False,True,False,0.6867605520780884,2.591666666666667,0.9506281047131626,0.9506281047131626,5438.65
9743,2022-05-16,677,678,13110.14,7172.46,14002.66,8.8,7,0,0,32.0,0.512,1,Stage 1,0.643,10587.56,0.547,0,0,False,True,False,False,False,True,False,0.41483424629713705,2.3333333333333335,0.7135926865733767,0.41483424629713705,2824.11
9744,2024-07-31,669,650,37403.99,33637.77,,10.5,14,0,0,5.1,,-19,Stage 1,0.402,33637.77,0.899,0,0,True,False,True,False,False,False,False,0.5015654789540293,4.575,0.9586422294818606,0.5015654789540293,6782.36
