loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change
7795,term,East,debt_consolidation,2023-11-11,584,552,14177.73,11523.65,,8.72,20,0,0,13.9,,-32
7796,revolving,South,home_improvement,2023-07-04,621,583,4831.04,3196.05,6987.33,12.01,18,0,0,18.2,0.457,-38
7797,term,West,debt_consolidation,2024-02-08,595,578,1000.0,795.29,,9.84,15,0,0,10.9,,-17
7798,revolving,North,auto,2023-09-19,657,646,7125.97,5329.47,11490.66,11.86,17,0,0,15.7,0.464,-11
7799,revolving,West,auto,2021-08-27,776,764,11194.49,1119.45,2584.23,6.96,0,0,0,40.8,0.433,-12
7800,term,South,personal,2024-05-26,715,703,4212.64,3489.28,,7.56,10,0,0,7.3,,-12
7801,term,East,auto,2022-07-29,708,672,6290.02,3749.11,,5.63,7,0,0,29.6,,-36
7802,term,West,auto,2024-09-08,640,634,7775.8,7460.2,,12.83,14,0,0,3.8,,-6
7803,term,West,personal,2021-09-24,726,702,13674.59,7004.45,,14.41,2,0,0,39.8,,-24
7804,term,West,personal,2024-12-03,633,604,7658.54,7557.33,,6.69,12,0,0,1.0,,-29
7805,term,North,personal,2022-12-04,667,656,13716.51,8592.57,,9.77,9,0,0,25.3,,-11
7806,term,West,home_improvement,2024-09-01,725,697,9519.25,8482.52,,13.09,4,0,0,4.1,,-28
7807,term,South,home_improvement,2023-07-30,675,627,7400.38,3791.35,,9.42,9,0,0,17.4,,-48
7808,term,South,home_improvement,2022-05-28,734,693,21538.82,14317.77,,9.44,1,0,0,31.6,,-41
7809,term,East,auto,2023-06-10,667,628,3109.34,1778.77,,6.52,10,1,0,19.0,,-39
7810,revolving,West,home_improvement,2022-03-07,761,761,16343.28,4948.29,13165.26,9.31,0,0,0,34.4,0.376,0
7811,term,West,auto,2021-02-19,705,710,8103.66,4220.19,,6.05,9,0,0,47.1,,5
7812,term,West,debt_consolidation,2022-10-02,627,611,23385.57,5534.71,,13.5,19,0,0,27.4,,-16
7813,term,West,home_improvement,2021-03-12,647,610,5700.86,570.09,,3.0,11,0,0,46.4,,-37
7814,term,South,debt_consolidation,2024-06-02,666,640,1971.6,1612.82,,5.35,11,0,0,7.1,,-26
7815,term,North,auto,2023-10-04,737,710,11236.01,9226.76,,9.67,7,0,0,15.2,,-27
7816,revolving,North,auto,2024-05-30,790,751,30215.41,25673.96,70260.75,5.0,0,0,0,7.2,0.365,-39
7817,term,East,debt_consolidation,2024-12-05,590,545,5339.01,5213.26,,3.23,13,0,0,0.9,,-45
7818,term,West,personal,2024-02-10,656,614,9235.69,6241.5,,16.8,8,0,0,10.9,,-42
7819,term,North,home_improvement,2024-03-15,753,707,19019.77,15511.61,,10.79,3,0,0,9.7,,-46
7820,revolving,East,personal,2021-03-14,676,644,12413.29,5408.99,13963.78,8.27,9,0,0,46.3,0.387,-32
7821,term,North,debt_consolidation,2023-09-10,670,645,8848.57,4897.94,,10.52,11,0,0,16.0,,-25
7822,term,West,auto,2024-05-07,714,686,14192.38,11841.37,,10.27,5,0,0,8.0,,-28
7823,term,West,debt_consolidation,2024-12-26,599,562,52494.44,51016.32,,6.92,16,0,1,0.2,,-37
7824,revolving,West,auto,2023-11-16,716,689,21899.08,14488.5,27780.89,8.09,3,0,0,13.7,0.522,-27
7825,term,South,home_improvement,2022-04-14,698,655,43497.76,9989.84,,8.19,3,0,0,33.1,,-43
7826,term,West,debt_consolidation,2022-01-08,691,678,16934.29,1693.43,,7.82,9,0,0,36.3,,-13
7827,revolving,West,auto,2021-04-22,744,703,16956.67,1695.67,3062.38,7.67,5,0,0,45.0,0.554,-41
7828,revolving,South,home_improvement,2021-04-06,675,630,20172.26,6235.55,10179.49,11.4,15,1,0,45.5,0.613,-45
7829,revolving,West,home_improvement,2024-08-01,682,681,15888.63,14761.36,40745.0,8.4,5,0,0,5.1,0.362,-1
7830,term,South,home_improvement,2022-09-03,690,664,10585.77,2085.19,,11.8,7,0,0,28.4,,-26
7831,term,North,personal,2023-04-04,557,487,8581.44,3755.54,,6.68,12,1,0,21.3,,-70
7832,term,North,home_improvement,2023-01-21,742,751,13908.6,6575.0,,10.35,4,0,0,23.7,,9
7833,term,North,home_improvement,2024-08-30,715,706,14395.05,12975.53,,3.07,4,0,0,4.1,,-9
7834,revolving,East,home_improvement,2024-09-09,712,680,16981.96,15814.76,25762.0,10.5,7,0,0,3.8,0.614,-32
7835,term,South,home_improvement,2024-07-01,700,686,27239.07,25152.44,,11.58,9,0,0,6.1,,-14
7836,term,East,home_improvement,2021-01-31,761,725,35975.23,8115.17,,5.53,0,0,0,47.7,,-36
7837,term,West,personal,2024-01-27,692,653,3333.72,2815.52,,9.75,5,0,0,11.3,,-39
7838,revolving,East,home_improvement,2024-06-14,667,629,25638.72,23897.38,51582.67,11.27,6,0,0,6.7,0.463,-38
7839,term,North,auto,2021-06-23,575,550,16759.37,1675.94,,8.14,13,0,0,42.9,,-25
7840,term,North,auto,2022-10-15,603,588,7843.92,3075.13,,11.64,18,1,0,27.0,,-15
7841,term,North,home_improvement,2023-11-24,661,631,26278.76,17702.16,,6.9,9,0,0,13.5,,-30
7842,term,South,home_improvement,2024-08-03,685,665,13710.1,12788.83,,9.86,8,0,0,5.0,,-20
7843,term,East,home_improvement,2023-06-05,644,619,21599.94,12028.09,,9.18,10,0,0,19.2,,-25
7844,revolving,North,home_improvement,2023-04-09,666,616,10445.26,7928.54,17084.8,9.39,13,0,0,21.1,0.464,-50
7845,term,South,home_improvement,2023-05-09,625,561,10770.67,6934.08,,12.31,11,0,0,20.1,,-64
7846,revolving,East,auto,2022-04-20,736,718,12476.0,2834.77,7768.38,9.28,2,0,0,32.9,0.365,-18
7847,revolving,West,home_improvement,2021-07-09,662,636,37135.92,3713.59,9957.08,7.65,10,0,0,42.4,0.373,-26
7848,term,South,debt_consolidation,2022-10-17,750,716,9352.88,6103.44,,14.27,2,0,0,26.9,,-34
7849,revolving,South,home_improvement,2021-01-27,664,620,16281.69,3220.3,9257.81,14.11,11,0,0,47.8,0.348,-44
7850,revolving,South,home_improvement,2021-02-11,701,672,6565.39,656.54,1815.06,14.93,5,0,0,47.3,0.362,-29
7851,term,West,debt_consolidation,2023-04-12,708,680,29651.55,15166.28,,12.55,8,0,0,21.0,,-28
7852,term,West,debt_consolidation,2022-11-10,689,654,54231.0,25066.27,,11.18,7,0,0,26.1,,-35
7853,term,East,auto,2022-10-03,613,578,9236.21,2603.38,,13.06,16,0,0,27.4,,-35
7854,term,South,debt_consolidation,2023-01-01,659,599,4102.3,2498.33,,7.24,9,0,0,24.4,,-60
7855,term,East,debt_consolidation,2023-08-27,555,498,60589.77,40368.94,,6.6,14,0,0,16.4,,-57
7856,revolving,West,auto,2024-10-05,778,791,27305.13,25409.33,59820.7,4.63,0,0,0,2.9,0.425,13
7857,term,South,debt_consolidation,2022-08-11,478,466,14437.87,9815.58,,6.9,30,1,0,29.1,,-12
7858,revolving,North,home_improvement,2022-06-05,730,687,3407.46,1621.79,2773.76,8.36,5,0,0,31.4,0.585,-43
7859,term,South,debt_consolidation,2024-08-03,686,678,23081.18,21406.17,,4.42,8,0,0,5.0,,-8
7860,revolving,West,debt_consolidation,2023-03-28,575,545,30147.16,21476.92,63473.24,9.08,22,0,0,21.5,0.338,-30
7861,term,West,debt_consolidation,2021-06-17,695,651,2921.68,292.17,,6.06,5,0,0,43.1,,-44
7862,term,North,auto,2023-10-24,613,572,2542.45,1734.9,,3.0,13,0,0,14.5,,-41
7863,term,West,debt_consolidation,2022-05-27,705,697,7944.68,886.2,,3.0,9,0,0,31.7,,-8
7864,term,North,debt_consolidation,2024-03-14,676,658,35063.9,25415.86,,5.43,11,0,0,9.8,,-18
7865,revolving,West,home_improvement,2022-05-14,693,676,7889.23,2109.67,4820.9,7.25,5,1,0,32.1,0.438,-17
7866,term,North,auto,2021-06-19,657,623,7536.91,3847.45,,12.58,10,0,0,43.1,,-34
7867,revolving,West,home_improvement,2023-07-24,759,707,28351.73,23347.99,65867.46,5.63,1,0,0,17.6,0.354,-52
7868,term,North,personal,2023-10-18,619,597,43341.24,30602.25,,15.73,18,0,0,14.7,,-22
7869,term,West,auto,2021-12-27,639,611,1495.08,398.16,,11.07,12,0,0,36.7,,-28
7870,term,East,debt_consolidation,2024-12-21,669,654,4414.91,4292.45,,8.83,9,0,0,0.4,,-15
7871,revolving,North,personal,2024-06-14,673,661,6402.49,5358.63,13545.29,6.55,9,0,0,6.7,0.396,-12
7872,revolving,West,debt_consolidation,2021-01-11,612,548,5573.28,658.94,1471.53,7.84,18,1,0,48.4,0.448,-64
7873,term,West,debt_consolidation,2023-10-29,560,548,35428.02,26997.23,,6.12,31,1,0,14.3,,-12
7874,term,North,auto,2023-11-25,701,677,4870.44,4156.05,,8.06,4,0,0,13.4,,-24
7875,term,East,personal,2023-01-11,699,672,36310.15,11444.61,,7.36,4,0,0,24.0,,-27
7876,term,North,auto,2023-03-06,782,737,3531.29,1567.06,,10.98,0,0,0,22.2,,-45
7877,term,West,debt_consolidation,2024-10-04,755,730,3970.91,3760.65,,4.95,1,1,0,3.0,,-25
7878,term,North,auto,2024-09-14,683,657,15535.0,14893.98,,9.83,8,1,0,3.6,,-26
7879,term,East,home_improvement,2021-05-10,639,631,5665.42,566.54,,8.53,25,0,0,44.4,,-8
7880,term,West,auto,2022-02-10,747,711,9835.24,983.52,,7.83,3,0,0,35.2,,-36
7881,revolving,North,debt_consolidation,2023-12-21,629,594,12904.65,10911.99,32725.23,3.0,12,0,0,12.6,0.333,-35
7882,term,East,debt_consolidation,2022-04-10,733,703,19689.43,1968.94,,7.43,2,1,0,33.2,,-30
7883,term,East,debt_consolidation,2024-07-05,593,550,31360.8,26895.38,,8.83,15,0,0,6.0,,-43
7884,revolving,West,auto,2024-05-24,797,773,12100.41,9878.14,23568.05,10.2,0,0,0,7.4,0.419,-24
7885,term,South,debt_consolidation,2023-01-12,615,553,14715.13,8111.1,,10.42,13,1,0,24.0,,-62
7886,term,East,debt_consolidation,2024-10-01,620,589,17422.23,16438.48,,11.6,14,0,0,3.1,,-31
7887,term,West,personal,2024-03-30,565,518,17304.53,14591.64,,8.7,17,0,0,9.2,,-47
7888,term,West,personal,2022-11-25,656,633,3131.56,1654.22,,8.8,7,0,0,25.6,,-23
7889,revolving,East,debt_consolidation,2024-07-20,706,699,6215.94,5479.09,12595.86,8.34,4,0,0,5.5,0.435,-7
7890,term,North,debt_consolidation,2022-06-29,644,606,18790.92,10870.84,,10.66,14,0,0,30.6,,-38
7891,term,East,personal,2024-12-17,626,588,7147.63,6988.49,,8.9,18,0,0,0.5,,-38
7892,revolving,West,personal,2023-09-30,593,561,19041.05,15102.04,41461.06,11.34,9,0,0,15.3,0.364,-32
7893,term,South,debt_consolidation,2021-04-22,696,666,27646.6,10475.02,,11.83,12,0,0,45.0,,-30
7894,term,West,home_improvement,2022-01-04,721,708,18605.1,4335.61,,11.5,11,0,0,36.4,,-13
7895,revolving,West,personal,2021-06-02,689,679,23864.98,9243.84,19108.62,7.72,7,0,0,43.6,0.484,-10
7896,term,North,home_improvement,2021-11-10,721,726,1868.78,194.48,,3.41,3,0,0,38.3,,5
7897,term,West,debt_consolidation,2023-04-26,607,564,20290.28,11172.63,,9.45,17,0,0,20.5,,-43
7898,term,East,home_improvement,2023-05-14,642,600,3561.64,1578.09,,9.64,16,0,0,19.9,,-42
7899,term,East,personal,2022-03-06,667,652,27294.18,2729.42,,3.08,13,0,0,34.4,,-15
7900,term,East,personal,2023-05-14,756,733,31737.32,25255.95,,13.34,0,0,0,19.9,,-23
7901,revolving,South,personal,2021-05-14,756,734,18466.56,3917.17,6891.7,10.38,0,0,0,44.3,0.568,-22
7902,term,North,auto,2021-12-16,727,702,23276.14,2327.61,,13.34,4,0,1,37.1,,-25
7903,term,North,debt_consolidation,2023-11-24,726,723,12963.01,10620.3,,9.44,7,0,0,13.5,,-3
7904,term,North,personal,2022-10-14,632,606,16230.77,5357.13,,9.76,13,0,0,27.0,,-26
7905,term,East,personal,2024-08-20,686,639,5975.28,5291.65,,10.14,5,0,0,4.5,,-47
7906,term,South,home_improvement,2023-01-12,579,528,4234.86,2037.43,,7.6,13,0,0,24.0,,-51
7907,term,East,personal,2022-07-12,726,721,21084.04,8247.7,,5.49,2,0,0,30.1,,-5
7908,term,East,debt_consolidation,2023-03-18,665,680,14093.78,10989.66,,5.16,8,0,0,21.8,,15
7909,term,North,auto,2023-12-19,802,803,5956.51,4023.6,,15.84,0,0,0,12.6,,1
7910,term,South,personal,2023-01-31,695,655,27131.14,8555.4,,8.41,7,0,0,23.4,,-40
7911,term,West,personal,2023-08-31,634,606,4108.28,2426.17,,5.45,8,1,0,16.3,,-28
7912,term,North,home_improvement,2023-06-02,663,649,13337.38,8733.56,,14.35,5,0,0,19.3,,-14
7913,term,South,auto,2022-04-06,642,598,21187.91,8153.34,,12.91,16,0,0,33.4,,-44
7914,term,West,auto,2024-10-12,645,593,18123.35,17369.3,,12.36,11,0,0,2.7,,-52
7915,term,East,personal,2021-04-20,678,666,20573.45,2057.34,,3.0,8,0,1,45.1,,-12
7916,term,East,auto,2023-06-22,620,587,10300.09,5924.01,,12.96,17,0,0,18.6,,-33
7917,term,North,personal,2023-05-15,676,656,27464.53,20239.71,,4.59,7,0,0,19.9,,-20
7918,term,South,debt_consolidation,2023-08-07,561,536,5443.11,3566.77,,8.56,12,0,0,17.1,,-25
7919,term,South,home_improvement,2023-02-28,689,662,16879.22,9721.13,,8.45,4,0,0,22.4,,-27
7920,term,South,debt_consolidation,2021-11-07,634,590,32691.11,3269.11,,10.6,13,0,0,38.4,,-44
7921,revolving,East,auto,2021-04-21,599,573,19995.34,1999.53,5511.4,9.5,18,0,0,45.0,0.363,-26
7922,revolving,West,debt_consolidation,2021-10-24,723,710,24437.31,3630.19,6314.6,7.4,4,0,0,38.8,0.575,-13
7923,term,North,personal,2021-04-13,573,527,24374.98,2437.5,,14.14,16,0,0,45.3,,-46
7924,revolving,North,home_improvement,2022-07-07,717,707,11255.94,2645.08,4665.38,14.13,6,0,0,30.3,0.567,-10
7925,revolving,East,debt_consolidation,2022-03-21,708,697,22108.79,2210.88,6330.09,10.07,7,0,0,33.9,0.349,-11
7926,term,North,home_improvement,2023-09-24,626,592,4609.12,3302.78,,8.61,16,0,0,15.5,,-34
7927,term,West,personal,2024-12-28,663,636,95774.76,94220.81,,13.54,8,0,0,0.1,,-27
7928,revolving,East,home_improvement,2022-07-24,695,669,13956.14,6549.17,13606.94,12.17,6,1,0,29.7,0.481,-26
7929,term,South,home_improvement,2023-06-25,693,690,8285.53,4854.28,,5.19,6,0,0,18.5,,-3
7930,term,South,personal,2024-10-05,734,699,2020.06,1865.26,,15.68,6,0,1,2.9,,-35
7931,term,West,auto,2021-04-24,723,692,10047.75,2255.63,,6.12,5,0,0,44.9,,-31
7932,revolving,East,debt_consolidation,2024-08-30,742,726,11719.48,10997.74,29074.7,7.64,2,0,0,4.1,0.378,-16
7933,term,West,auto,2022-12-20,749,740,5634.69,2192.75,,4.55,3,0,0,24.8,,-9
7934,term,South,debt_consolidation,2023-03-15,686,648,1000.0,657.71,,7.44,6,0,1,21.9,,-38
7935,term,East,home_improvement,2021-07-12,662,633,5012.9,501.29,,12.54,11,0,0,42.3,,-29
7936,term,South,personal,2022-08-21,672,664,17824.97,7188.9,,9.09,10,0,0,28.8,,-8
7937,term,North,auto,2023-06-09,659,622,2300.63,1375.52,,9.65,16,0,0,19.1,,-37
7938,term,East,debt_consolidation,2024-06-27,766,746,17567.58,15249.8,,6.57,1,0,0,6.3,,-20
7939,revolving,North,debt_consolidation,2023-02-19,634,611,31915.74,15113.29,31645.45,11.11,16,1,0,22.7,0.478,-23
7940,term,West,auto,2023-10-30,748,723,10289.4,6667.95,,3.24,1,0,0,14.3,,-25
7941,term,West,home_improvement,2022-11-18,651,635,3408.34,1332.48,,8.0,10,0,0,25.8,,-16
7942,term,East,home_improvement,2022-05-05,746,734,27115.36,18143.01,,8.56,4,0,0,32.4,,-12
7943,term,North,auto,2022-12-29,723,704,24481.86,10450.66,,8.01,7,1,0,24.5,,-19
7944,term,West,personal,2024-09-15,677,639,12125.05,10928.59,,9.76,10,0,0,3.6,,-38
7945,revolving,East,personal,2023-09-13,695,665,14908.16,9411.93,24820.56,4.44,6,0,0,15.9,0.379,-30
7946,revolving,North,debt_consolidation,2023-08-22,613,561,7989.38,4628.07,12041.77,11.69,15,1,0,16.6,0.384,-52
7947,term,West,home_improvement,2024-01-20,714,681,4067.15,3250.8,,5.77,10,0,0,11.6,,-33
7948,term,East,debt_consolidation,2021-07-26,736,707,14148.41,1414.84,,14.74,4,0,0,41.8,,-29
7949,term,South,auto,2021-03-20,760,713,12880.44,1288.04,,10.12,0,0,0,46.1,,-47
7950,revolving,West,debt_consolidation,2023-08-11,660,647,29837.18,22501.88,64775.76,10.85,9,0,0,17.0,0.347,-13
7951,term,East,auto,2022-04-05,812,789,21952.7,10884.78,,6.98,0,0,0,33.4,,-23
7952,revolving,East,home_improvement,2021-10-14,660,620,11741.8,5161.7,13838.47,7.55,6,0,0,39.2,0.373,-40
7953,term,East,home_improvement,2024-02-11,653,617,14070.64,11134.52,,12.98,12,0,0,10.8,,-36
7954,term,South,auto,2024-12-20,669,649,7368.16,7266.03,,4.74,9,0,0,0.4,,-20
7955,revolving,West,personal,2021-08-15,670,622,10334.4,1033.44,2524.58,8.98,10,0,0,41.2,0.409,-48
7956,term,West,home_improvement,2023-02-17,593,563,8508.86,6530.67,,9.05,20,0,0,22.8,,-30
7957,revolving,West,debt_consolidation,2023-02-27,612,580,14795.63,9701.38,27029.15,10.37,23,0,0,22.5,0.359,-32
7958,term,North,personal,2023-05-31,606,583,1687.71,1316.48,,9.71,22,1,0,19.4,,-23
7959,revolving,South,debt_consolidation,2024-12-01,694,691,61140.49,60083.66,90959.32,10.39,6,0,0,1.0,0.661,-3
7960,term,South,personal,2024-05-24,769,769,9588.37,8866.58,,7.32,0,0,0,7.4,,0
7961,revolving,North,auto,2022-12-21,639,589,13295.08,5957.63,16480.32,16.64,4,0,0,24.7,0.361,-50
7962,term,East,personal,2021-11-19,672,632,12494.1,4386.81,,9.03,5,0,0,38.0,,-40
7963,term,East,debt_consolidation,2021-07-14,631,615,24197.77,6507.13,,12.12,14,0,0,42.2,,-16
7964,term,North,debt_consolidation,2021-01-26,719,699,26301.34,2630.13,,12.13,4,0,0,47.9,,-20
7965,term,South,personal,2021-09-28,696,684,23602.53,2360.25,,3.0,7,0,0,39.7,,-12
7966,term,North,auto,2023-04-14,735,712,39629.83,28245.55,,4.31,0,0,0,20.9,,-23
7967,term,East,home_improvement,2021-05-20,619,559,2984.52,298.45,,6.54,14,0,0,44.1,,-60
7968,term,North,debt_consolidation,2023-12-14,677,644,2190.38,1404.57,,7.48,9,0,0,12.8,,-33
7969,term,West,personal,2024-10-06,665,650,6800.47,6329.93,,9.82,12,0,0,2.9,,-15
7970,revolving,North,debt_consolidation,2023-09-19,669,659,17751.91,9724.98,26859.86,9.88,8,0,0,15.7,0.362,-10
7971,term,East,debt_consolidation,2023-04-19,739,723,43845.24,33570.68,,6.63,1,0,0,20.8,,-16
7972,term,South,debt_consolidation,2023-12-07,645,602,6500.29,4953.65,,3.0,5,1,0,13.0,,-43
7973,term,West,home_improvement,2022-06-28,653,631,23306.89,15011.22,,13.87,12,1,0,30.6,,-22
7974,term,North,auto,2021-10-08,632,614,12305.1,7381.6,,11.65,14,0,0,39.4,,-18
7975,term,West,debt_consolidation,2024-02-15,809,805,10705.35,7327.49,,10.99,0,0,0,10.7,,-4
7976,revolving,East,auto,2023-01-24,622,594,17074.78,11302.75,18871.41,10.46,18,0,0,23.6,0.599,-28
7977,revolving,East,auto,2024-11-08,715,677,19704.8,19251.39,56178.78,10.89,6,0,0,1.8,0.343,-38
7978,revolving,South,debt_consolidation,2023-06-05,597,578,12648.59,9682.75,27973.67,4.48,22,0,0,19.2,0.346,-19
7979,term,East,auto,2023-04-07,707,666,23286.31,12432.24,,4.31,10,0,0,21.2,,-41
7980,term,South,debt_consolidation,2023-09-02,611,574,7432.09,4942.61,,10.89,18,1,0,16.2,,-37
7981,term,West,debt_consolidation,2023-08-17,689,676,14505.61,11699.91,,3.0,8,0,1,16.8,,-13
7982,revolving,East,debt_consolidation,2023-02-26,698,693,14177.41,7412.96,12609.83,10.28,5,0,0,22.5,0.588,-5
7983,revolving,North,debt_consolidation,2021-06-14,675,639,8164.99,2295.35,6437.66,11.34,3,0,0,43.2,0.357,-36
7984,revolving,North,auto,2022-04-13,722,691,29468.4,5924.51,14808.17,14.26,6,0,0,33.1,0.4,-31
7985,term,North,home_improvement,2023-03-27,707,677,20983.73,16238.71,,8.06,3,0,0,21.5,,-30
7986,term,East,home_improvement,2022-06-22,639,609,25923.76,13639.77,,5.73,21,0,0,30.8,,-30
7987,term,North,auto,2021-11-05,709,674,25665.25,4999.34,,12.16,2,0,0,38.4,,-35
7988,term,West,personal,2024-11-15,693,659,6757.36,6556.62,,8.28,8,0,0,1.6,,-34
7989,revolving,South,auto,2023-02-17,737,699,22097.62,13319.79,24989.98,3.89,6,0,0,22.8,0.533,-38
7990,term,North,auto,2023-04-21,592,538,10218.03,3909.31,,3.0,11,0,0,20.7,,-54
7991,revolving,North,personal,2021-01-04,686,656,2572.78,257.28,496.12,10.74,9,0,0,48.6,0.519,-30
7992,revolving,East,debt_consolidation,2024-02-16,685,654,18001.64,13977.27,39838.87,11.38,5,1,0,10.7,0.351,-31
7993,term,South,personal,2022-06-19,657,626,8689.23,3510.9,,8.97,13,0,0,30.9,,-31
7994,revolving,South,auto,2024-01-04,743,713,6219.64,5456.64,15769.89,8.86,3,0,0,12.1,0.346,-30
7995,revolving,West,debt_consolidation,2022-12-16,637,585,1863.54,667.45,1186.06,9.06,13,0,0,24.9,0.563,-52
7996,term,North,auto,2024-01-23,722,688,11936.08,10394.28,,8.45,3,0,0,11.5,,-34
7997,revolving,West,personal,2024-10-28,636,595,1058.5,1003.02,1852.77,4.21,13,0,0,2.2,0.541,-41
7998,term,South,personal,2023-01-09,759,717,9404.34,3260.79,,7.91,1,0,0,24.1,,-42
7999,term,North,auto,2022-01-06,704,686,21965.98,9316.31,,8.63,8,1,0,36.4,,-18
8000,term,South,debt_consolidation,2022-03-11,586,539,7257.74,3470.35,,12.0,16,1,0,34.2,,-47
8001,term,West,auto,2022-10-08,748,725,22446.46,5556.99,,6.68,2,0,0,27.2,,-23
8002,revolving,West,personal,2024-04-04,713,678,20881.71,16457.43,37403.81,7.7,6,1,0,9.1,0.44,-35
8003,term,East,debt_consolidation,2024-07-23,685,650,10163.5,9167.11,,10.42,12,0,0,5.4,,-35
8004,term,West,auto,2022-05-07,641,604,17196.85,9965.07,,6.99,11,0,0,32.3,,-37
8005,term,North,home_improvement,2023-01-15,628,588,5738.61,3685.88,,6.93,9,0,0,23.9,,-40
8006,term,North,auto,2024-11-01,710,682,16243.17,15680.8,,4.51,8,0,0,2.0,,-28
8007,term,West,debt_consolidation,2022-10-15,587,555,30085.9,20860.78,,13.0,15,0,0,27.0,,-32
8008,revolving,South,personal,2023-06-10,639,622,25927.66,15768.24,45134.27,10.45,15,0,0,19.0,0.349,-17
8009,revolving,North,home_improvement,2024-05-29,721,683,10996.87,8979.95,25432.0,11.49,2,0,0,7.2,0.353,-38
8010,term,East,debt_consolidation,2024-12-17,595,531,32102.23,31344.18,,7.4,14,0,0,0.5,,-64
8011,revolving,North,auto,2021-01-21,598,577,1160.36,116.04,297.04,14.5,11,0,0,48.0,0.391,-21
8012,term,East,debt_consolidation,2023-04-09,711,688,12908.78,9296.5,,9.95,10,0,1,21.1,,-23
8013,revolving,North,personal,2022-06-15,664,640,12603.36,3101.44,8258.16,10.94,11,0,0,31.0,0.376,-24
8014,term,West,home_improvement,2024-09-30,779,751,7925.99,7292.61,,9.95,0,0,0,3.1,,-28
8015,term,West,personal,2023-03-13,661,661,5663.76,2925.36,,9.52,8,0,0,22.0,,0
8016,revolving,South,auto,2024-12-18,586,554,5706.55,5614.16,11541.65,9.45,15,0,1,0.5,0.486,-32
8017,term,West,home_improvement,2024-07-07,747,720,10521.84,9058.93,,6.67,2,0,0,5.9,,-27
8018,revolving,East,auto,2022-10-15,600,547,24475.68,9205.57,27485.71,10.07,15,0,0,27.0,0.335,-53
8019,revolving,West,home_improvement,2021-03-03,619,606,7455.72,745.57,1849.19,9.99,19,0,0,46.7,0.403,-13
8020,term,South,auto,2023-12-16,659,610,12353.64,10381.86,,7.95,6,0,0,12.7,,-49
8021,term,North,home_improvement,2024-02-12,689,694,19119.39,13869.41,,8.02,10,0,0,10.8,,5
8022,revolving,North,personal,2022-12-08,702,691,23923.2,11595.97,21300.01,9.27,10,0,0,25.2,0.544,-11
8023,term,North,auto,2021-05-19,737,707,9970.87,2280.56,,6.07,4,0,0,44.1,,-30
8024,revolving,South,auto,2022-11-08,525,491,11264.86,4336.96,10896.27,9.48,29,1,1,26.2,0.398,-34
8025,term,West,personal,2023-12-23,623,576,17487.82,11234.86,,11.99,19,0,0,12.5,,-47
8026,revolving,South,auto,2024-02-10,743,737,22717.65,16117.11,32684.27,5.18,3,1,0,10.9,0.493,-6
8027,term,West,home_improvement,2021-05-28,626,582,11538.78,5142.94,,12.44,11,0,0,43.8,,-44
8028,term,North,personal,2024-10-09,676,629,7830.85,7399.41,,6.75,6,0,0,2.8,,-47
8029,term,North,home_improvement,2023-12-21,760,722,33078.0,27357.65,,8.83,2,0,0,12.6,,-38
8030,revolving,West,personal,2022-10-10,669,647,21501.3,11498.03,28839.02,11.67,9,0,0,27.1,0.399,-22
8031,term,East,home_improvement,2022-11-13,664,637,10302.56,7070.2,,8.17,18,0,0,26.0,,-27
8032,term,North,debt_consolidation,2022-07-26,670,644,19836.06,6949.1,,10.65,10,0,0,29.7,,-26
8033,term,East,auto,2024-07-09,757,728,29610.06,26646.22,,6.26,2,0,0,5.9,,-29
8034,revolving,South,home_improvement,2024-03-05,583,543,20110.33,15694.85,41036.33,10.45,21,0,0,10.1,0.382,-40
8035,term,West,auto,2021-11-07,787,773,9479.71,947.97,,11.21,0,0,0,38.4,,-14
8036,term,North,personal,2021-03-19,666,658,8044.4,804.44,,7.3,7,0,0,46.1,,-8
8037,term,South,debt_consolidation,2023-10-14,659,625,19018.71,13792.88,,9.4,10,0,0,14.8,,-34
8038,term,North,home_improvement,2023-06-07,631,606,9258.41,6844.19,,9.78,10,1,0,19.1,,-25
8039,term,East,home_improvement,2021-05-30,611,601,10218.85,1021.88,,8.26,14,0,0,43.7,,-10
8040,term,East,auto,2024-12-04,539,509,8569.87,8407.49,,7.22,24,0,0,0.9,,-30
8041,term,North,debt_consolidation,2024-07-14,753,725,11605.63,9708.84,,8.08,0,0,0,5.7,,-28
8042,term,West,personal,2023-12-24,547,508,28774.98,18219.24,,8.66,20,0,0,12.5,,-39
8043,term,East,auto,2022-06-10,676,655,5352.58,590.37,,9.09,8,0,0,31.2,,-21
8044,term,North,personal,2021-05-26,653,599,36358.46,17082.49,,9.88,4,0,0,43.9,,-54
8045,revolving,South,auto,2024-08-26,697,662,14274.16,12727.5,31050.17,9.42,4,0,0,4.3,0.41,-35
8046,revolving,South,debt_consolidation,2023-06-26,560,526,11290.82,8016.37,12296.72,7.94,21,0,0,18.5,0.652,-34
8047,term,East,auto,2022-11-05,630,627,4322.1,1401.25,,7.81,10,0,0,26.3,,-3
8048,revolving,South,auto,2024-05-18,708,705,7361.69,6159.95,10247.51,10.79,7,0,0,7.6,0.601,-3
